Carles Gil ,171,65,26,2292	,7	,5	,4	,-	,1.8	,85.8	,-	,5	,7.29
Will Sands ,178,68,5,434	,-	,2	,-	,-	,0.4	,90.5	,0.4	,-	,6.71
Tomás Chancalay ,179,76,11(1),929	,2	,1	,5	,-	,3.8	,79.2	,0.7	,-	,6.66
Luca Langoni ,172,66,8(3),710	,3	,2	,1	,-	,0.6	,78.3	,-	,-	,6.64
Esmir Bajraktarevic ,175,64,22(7),1989	,3	,1	,1	,-	,1.6	,83.6	,0.2	,-	,6.61
Peyton Miller ,170,70,8(2),685	,-	,2	,2	,-	,0.3	,79	,1	,1	,6.59
DeJuan Jones ,181,75,16(1),1414	,-	,2	,1	,-	,0.4	,82.7	,0.5	,1	,6.58
Alhassan Yusuf ,175,66,5(2),446	,-	,1	,-	,-	,1.3	,87.8	,0.6	,-	,6.57
Aljaz Ivacic ,188,82,25,2250	,-	,-	,3	,-	,-	,65.6	,0.1	,-	,6.56
Mark-Anthony Kaye ,185,77,15(6),1395	,-	,-	,1	,-	,0.4	,85	,1.3	,-	,6.55
Xavier Arreaga ,184,75,22(1),1938	,-	,-	,6	,-	,0.5	,86.8	,1.2	,1	,6.55
Giacomo Vrioni ,188,85,26(5),2248	,9	,1	,4	,1	,2.6	,65.9	,2.3	,2	,6.52
Dave Romney ,188,86,24(3),2216	,-	,-	,1	,-	,0.3	,86.7	,2.3	,-	,6.47
Matt Polster ,183,77,31,2642	,-	,1	,9	,-	,0.4	,89.3	,1.2	,-	,6.45
Nick Lima ,176,80,20(5),1819	,1	,-	,2	,-	,0.2	,81.9	,1.2	,-	,6.44
Dylan Borrero ,180,66,10(7),947	,1	,3	,2	,1	,1.6	,83.7	,0.1	,-	,6.41
Henry Kessler ,193,84,15(2),1386	,-	,-	,6	,-	,0.3	,88.3	,1.6	,-	,6.38
Ian Harkes ,180,73,17(10),1609	,1	,-	,5	,-	,0.8	,86.6	,0.7	,-	,6.34
Brandon Bye ,183,79,10(3),790	,1	,1	,-	,-	,0.4	,75.2	,1.4	,1	,6.32
Henrich Ravas ,195,87,8,720	,-	,-	,-	,-	,-	,64.9	,0.3	,-	,6.32
Nacho Gil ,168,63,6(11),627	,1	,1	,3	,-	,0.7	,81.5	,0.3	,-	,6.31
Noel Buck ,180,72,7(6),539	,1	,1	,-	,-	,0.3	,89.2	,0.3	,-	,6.30
Bobby Wood ,180,79,6(12),550	,4	,-	,1	,-	,0.8	,71.7	,1	,-	,6.30
Emmanuel Boateng ,168,68,8(15),699	,2	,2	,3	,-	,0.5	,81.5	,0.2	,-	,6.28
Ryan Spaulding ,170,68,4(7),445	,-	,-	,-	,1	,0.5	,83.4	,0.5	,-	,6.28
Jack Panayotou ,175,70,3(3),262	,-	,-	,1	,-	,0.7	,84.2	,-	,-	,6.23
Tim Parker ,188,88,4(3),397	,-	,-	,2	,-	,0.1	,91.5	,1.6	,-	,6.18
Jonathan Mensah ,188,83,3(5),264	,-	,-	,-	,-	,-	,88.5	,0.4	,-	,6.11
Malcolm Fry ,175,71,0(2),29	,-	,-	,-	,-	,0.5	,66.7	,-	,-	,6.11
Andrew Farrell ,181,84,6(8),550	,-	,-	,-	,-	,0.1	,82	,0.1	,-	,6.06
Tommy McNamara ,176,78,2(3),202	,-	,-	,-	,-	,-	,82.1	,-	,-	,6.03
Marcos Dias ,180,0,0(1),3	,-	,-	,-	,-	,1	,100	,-	,-	,6.00
Earl Edwards Jr. ,190,93,1,90	,-	,-	,-	,-	,-	,92.3	,-	,-	,5.98
