ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
441,Richie Laryea,ca CAN,FWDF,Vancouver W'caps,28,1995,12,12,948,10.5,1,2,3,1,0,0,2,0,1.2,1.2,1.0,2.3,31,31,63,0.09,0.19,0.28,0.09,0.28,0.12,0.10,0.21,0.12,0.21,Matches
442,Ariel Lassiter,cr CRC,FWMF,Inter Miami,28,1994,7,0,150,1.7,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,5,21,0.00,0.00,0.00,0.00,0.00,0.20,0.11,0.31,0.20,0.31,Matches
443,Ariel Lassiter,cr CRC,DFMF,CF Montréal,28,1994,25,17,1597,17.7,1,2,3,1,0,1,3,0,3.4,2.6,2.4,5.0,55,60,138,0.06,0.11,0.17,0.06,0.17,0.19,0.14,0.32,0.14,0.28,Matches
444,Kemar Lawrence,jm JAM,DF,Minnesota Utd,30,1992,14,13,1116,12.4,0,0,0,0,0,0,0,0,0.2,0.2,1.5,1.8,12,50,61,0.00,0.00,0.00,0.00,0.00,0.02,0.12,0.14,0.02,0.14,Matches
445,Randall Leal,cr CRC,MFFW,Nashville SC,26,1997,21,15,1144,12.7,3,0,3,3,0,0,3,0,1.6,1.6,3.3,4.9,24,62,56,0.24,0.00,0.24,0.24,0.24,0.12,0.26,0.39,0.12,0.39,Matches
446,Richy Ledezma,us USA,MFFW,NYCFC,22,2000,23,14,1187,13.2,0,4,4,0,0,0,3,0,2.8,2.8,2.5,5.3,25,85,74,0.00,0.30,0.30,0.00,0.30,0.21,0.19,0.40,0.21,0.40,Matches
447,Kelvin Leerdam,sr SUR,DF,LA Galaxy,32,1990,20,13,1204,13.4,1,1,2,1,0,0,2,0,0.7,0.7,1.4,2.1,5,46,26,0.07,0.07,0.15,0.07,0.15,0.05,0.11,0.16,0.05,0.16,Matches
448,Tim Leibold,de GER,DF,Sporting KC,29,1993,17,9,872,9.7,0,2,2,0,0,0,2,0,0.4,0.4,1.2,1.5,35,64,68,0.00,0.21,0.21,0.00,0.21,0.04,0.12,0.16,0.04,0.16,Matches
449,Brooks Lennon,us USA,DF,Atlanta Utd,25,1997,33,32,2881,32.0,4,9,13,4,0,0,3,0,2.5,2.5,5.2,7.8,87,126,241,0.12,0.28,0.41,0.12,0.41,0.08,0.16,0.24,0.08,0.24,Matches
450,Jonathan Lewis,us USA,FWMF,Colorado Rapids,25,1997,26,12,1192,13.2,1,0,1,1,0,0,1,0,3.0,3.0,0.8,3.8,43,16,93,0.08,0.00,0.08,0.08,0.08,0.23,0.06,0.29,0.23,0.29,Matches
Rk
451,Danny Leyva,us USA,MF,Colorado Rapids,19,2003,16,6,636,7.1,0,0,0,0,0,0,1,0,0.2,0.2,0.6,0.8,8,31,21,0.00,0.00,0.00,0.00,0.00,0.03,0.09,0.12,0.03,0.12,Matches
452,Danny Leyva,us USA,MFFW,Seattle Sounders,19,2003,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
453,Nick Lima,us USA,DF,Austin,28,1994,33,25,2426,27.0,1,3,4,1,0,0,6,0,0.9,0.9,3.9,4.8,38,104,82,0.04,0.11,0.15,0.04,0.15,0.03,0.14,0.18,0.03,0.18,Matches
454,Jaylin Lindsey,us USA,DF,Charlotte,22,2000,21,15,1305,14.5,1,2,3,1,0,0,3,0,1.0,1.0,1.0,2.1,19,65,31,0.07,0.14,0.21,0.07,0.21,0.07,0.07,0.14,0.07,0.14,Matches
455,Sebastian Lletget,us USA,MFFW,FC Dallas,30,1992,19,15,1160,12.9,0,2,2,0,0,0,2,0,1.0,1.0,1.5,2.5,16,66,53,0.00,0.16,0.16,0.00,0.16,0.07,0.12,0.19,0.07,0.19,Matches
456,Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,28,1994,9,6,464,5.2,3,4,7,3,0,0,0,0,1.8,1.8,1.7,3.5,25,13,57,0.58,0.78,1.36,0.58,1.36,0.34,0.33,0.67,0.34,0.67,Matches
457,Robin Lod,fi FIN,MFFW,Minnesota Utd,29,1993,10,10,898,10.0,0,1,1,0,0,0,0,0,1.4,1.4,1.5,2.9,20,66,41,0.00,0.10,0.10,0.00,0.10,0.14,0.15,0.29,0.14,0.29,Matches
458,Nicolás Lodeiro,uy URU,MFFW,Seattle Sounders,33,1989,33,28,2478,27.5,1,5,6,0,1,1,6,0,4.3,3.5,6.0,9.5,64,235,246,0.04,0.18,0.22,0.00,0.18,0.16,0.22,0.37,0.13,0.34,Matches
459,Jasper Löffelsend,de GER,MF,Real Salt Lake,25,1997,21,15,1130,12.6,1,1,2,1,0,0,2,0,0.8,0.8,1.1,1.9,10,68,40,0.08,0.08,0.16,0.08,0.16,0.07,0.09,0.16,0.07,0.16,Matches
460,Aaron Long,us USA,DF,LAFC,30,1992,21,17,1519,16.9,0,1,1,0,0,0,3,0,0.6,0.6,0.6,1.2,2,31,2,0.00,0.06,0.06,0.00,0.06,0.03,0.04,0.07,0.03,0.07,Matches
461,Erik López,py PAR,FWMF,Atlanta Utd,21,2001,1,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
462,Marvin Loría,cr CRC,FWMF,Portland Timbers,25,1997,17,9,759,8.4,0,1,1,0,0,0,3,0,1.1,1.1,0.3,1.4,22,20,54,0.00,0.12,0.12,0.00,0.12,0.13,0.04,0.16,0.13,0.16,Matches
463,Daniel Lovitz,us USA,DF,Nashville SC,31,1991,32,32,2843,31.6,0,4,4,0,0,0,8,2,0.8,0.8,3.7,4.5,44,148,80,0.00,0.13,0.13,0.00,0.13,0.02,0.12,0.14,0.02,0.14,Matches
464,Damion Lowe,jm JAM,DF,Philadelphia Union,29,1993,17,14,1232,13.7,2,0,2,2,0,0,5,0,1.0,1.0,0.2,1.2,5,18,4,0.15,0.00,0.15,0.15,0.15,0.07,0.01,0.09,0.07,0.09,Matches
465,Eduard Löwen,de GER,MF,St. Louis,26,1997,29,25,2308,25.6,6,9,15,3,3,3,3,0,5.3,2.9,3.7,6.7,76,199,100,0.23,0.35,0.58,0.12,0.47,0.21,0.14,0.35,0.11,0.26,Matches
466,Favian Loyola,cl CHI,MF,Orlando City,17,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,4.17,4.17,0.00,4.17,Matches
467,Diego Luna,us USA,MFFW,Real Salt Lake,19,2003,23,14,1197,13.3,5,1,6,5,0,0,1,0,2.7,2.7,2.2,4.9,38,75,61,0.38,0.08,0.45,0.38,0.45,0.20,0.17,0.37,0.20,0.37,Matches
468,Adam Lundqvist,se SWE,DFMF,Austin,28,1994,23,8,863,9.6,0,2,2,0,0,0,2,0,0.3,0.3,0.8,1.1,13,28,55,0.00,0.21,0.21,0.00,0.21,0.03,0.08,0.11,0.03,0.11,Matches
469,Benjamin Lundt,de GER,GK,St. Louis,27,1995,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
470,Luquinhas,br BRA,MFFW,NY Red Bulls,26,1996,26,23,2002,22.2,3,2,5,3,0,0,0,0,3.5,3.5,2.6,6.1,67,83,115,0.13,0.09,0.22,0.13,0.22,0.16,0.12,0.27,0.16,0.27,Matches
471,Jack Lynn,us USA,MFFW,Orlando City,23,2000,3,0,36,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
472,Larrys Mabiala,cd COD,DF,Portland Timbers,35,1987,21,9,879,9.8,1,0,1,1,0,0,3,0,1.6,1.6,0.0,1.6,4,17,0,0.10,0.00,0.10,0.10,0.10,0.16,0.00,0.17,0.16,0.17,Matches
473,Aimé Mabika,zm ZAM,DF,Toronto FC,24,1998,21,17,1516,16.8,0,0,0,0,0,0,2,0,0.7,0.7,0.0,0.7,4,33,1,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,Matches
474,Zac MacMath,us USA,GK,Real Salt Lake,31,1991,28,28,2475,27.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
475,Lukas MacNaughton,ca CAN,DF,Toronto FC,27,1995,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk
476,Lukas MacNaughton,ca CAN,DF,Nashville SC,27,1995,14,13,1075,11.9,1,0,1,1,0,0,0,0,1.5,1.5,0.1,1.5,3,8,1,0.08,0.00,0.08,0.08,0.08,0.12,0.01,0.13,0.12,0.13,Matches
477,Talles Magno,br BRA,FW,NYCFC,20,2002,30,20,1907,21.2,4,2,6,4,0,0,1,0,6.2,6.2,2.8,9.0,75,77,181,0.19,0.09,0.28,0.19,0.28,0.29,0.13,0.43,0.29,0.43,Matches
478,Jack Maher,us USA,DF,Nashville SC,23,1999,32,32,2880,32.0,1,0,1,1,0,0,3,0,1.0,1.0,0.4,1.4,1,61,2,0.03,0.00,0.03,0.03,0.03,0.03,0.01,0.04,0.03,0.04,Matches
479,Cassius Mailula,za RSA,FWMF,Toronto FC,21,2001,3,0,71,0.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.3,1,1,5,0.00,0.00,0.00,0.00,0.00,0.31,0.03,0.35,0.31,0.35,Matches
480,Christian Makoun,ve VEN,DFMF,NE Revolution,22,2000,9,5,488,5.4,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,7,27,6,0.00,0.18,0.18,0.00,0.18,0.04,0.06,0.10,0.04,0.10,Matches
481,Adilson Malanda,fr FRA,DF,Charlotte,21,2001,29,29,2565,28.5,0,1,1,0,0,0,5,0,0.8,0.8,0.6,1.3,3,80,7,0.00,0.04,0.04,0.00,0.04,0.03,0.02,0.05,0.03,0.05,Matches
482,Denil Maldonado,hn HON,DF,LAFC,24,1998,21,19,1672,18.6,1,0,1,1,0,0,5,0,0.9,0.9,0.7,1.6,5,41,9,0.05,0.00,0.05,0.05,0.05,0.05,0.04,0.08,0.05,0.08,Matches
483,Machop Malual,ss SSD,FWMF,Atlanta Utd,24,1998,19,4,469,5.2,2,0,2,2,0,0,2,0,1.2,1.2,0.3,1.5,13,13,32,0.38,0.00,0.38,0.38,0.38,0.23,0.05,0.28,0.23,0.28,Matches
484,Elias Manoel,br BRA,FW,NY Red Bulls,21,2001,28,19,1658,18.4,3,3,6,3,0,1,2,0,5.9,5.1,2.4,7.6,23,12,135,0.16,0.16,0.33,0.16,0.33,0.32,0.13,0.45,0.28,0.41,Matches
485,J.T. Marcinkowski,us USA,GK,SJ Earthquakes,25,1997,13,12,1112,12.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
486,Paul Marie,fr FRA,DF,SJ Earthquakes,27,1995,33,21,2004,22.3,1,1,2,1,0,0,8,0,1.4,1.4,0.8,2.2,51,95,106,0.04,0.04,0.09,0.04,0.09,0.06,0.04,0.10,0.06,0.10,Matches
487,Anthony Markanich,ph PHI,DF,Colorado Rapids,23,1999,10,3,340,3.8,0,0,0,0,0,0,0,0,0.7,0.7,0.2,0.9,6,9,10,0.00,0.00,0.00,0.00,0.00,0.19,0.05,0.24,0.19,0.24,Matches
488,Anthony Markanich,ph PHI,DF,St. Louis,23,1999,10,7,656,7.3,1,0,1,1,0,0,4,0,0.3,0.3,1.4,1.7,16,18,18,0.14,0.00,0.14,0.14,0.14,0.04,0.19,0.24,0.04,0.24,Matches
489,George Marks,us USA,GK,Charlotte,23,1999,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
490,Mikael Marques,se SWE,MF,Minnesota Utd,21,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
491,Jahkeele Marshall-Rutty,ca CAN,MFDF,Toronto FC,18,2004,22,11,1148,12.8,0,1,1,0,0,0,3,1,1.3,1.3,0.7,2.0,38,31,75,0.00,0.08,0.08,0.00,0.08,0.10,0.06,0.16,0.10,0.16,Matches
492,Alonso Martínez,cr CRC,FWDF,NYCFC,24,1998,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,5,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
493,José Martínez,es ESP,DF,FC Dallas,29,1993,22,16,1435,15.9,1,1,2,1,0,0,1,0,0.6,0.6,0.5,1.1,2,37,4,0.06,0.06,0.13,0.06,0.13,0.04,0.03,0.07,0.04,0.07,Matches
494,Josef Martínez,ve VEN,FW,Inter Miami,29,1993,27,20,1737,19.3,7,1,8,4,3,3,1,0,7.2,4.9,1.2,6.0,9,33,79,0.36,0.05,0.41,0.21,0.26,0.38,0.06,0.44,0.25,0.31,Matches
495,Luís Martins,pt POR,DF,Vancouver W'caps,30,1992,20,18,1618,18.0,0,0,0,0,0,0,2,0,0.3,0.3,1.5,1.9,38,90,78,0.00,0.00,0.00,0.00,0.00,0.02,0.09,0.10,0.02,0.10,Matches
496,Thiago Martins,br BRA,DF,NYCFC,27,1995,26,24,2186,24.3,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,14,89,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
497,Alexandru Mățan,ro ROU,MFFW,Columbus Crew,23,1999,31,27,2265,25.2,1,8,9,1,0,0,2,0,3.0,3.0,6.1,9.1,100,133,199,0.04,0.32,0.36,0.04,0.36,0.12,0.24,0.36,0.12,0.36,Matches
498,Jimmy Maurer,us USA,GK,FC Dallas,34,1988,5,4,435,4.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
499,Chris Mavinga,cd COD,DF,LA Galaxy,31,1991,19,13,1128,12.5,0,0,0,0,0,0,3,1,0.6,0.6,0.1,0.7,0,18,1,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
500,Max,br BRA,MFFW,Colorado Rapids,21,2001,10,7,663,7.4,1,0,1,1,0,0,3,0,1.1,1.1,0.6,1.7,8,41,41,0.14,0.00,0.14,0.14,0.14,0.15,0.08,0.23,0.15,0.23,Matches
Rk
501,Andreas Maxsø,dk DEN,DF,Colorado Rapids,28,1994,33,33,2924,32.5,2,0,2,2,0,0,2,0,2.2,2.2,0.8,3.0,1,40,5,0.06,0.00,0.06,0.06,0.06,0.07,0.02,0.09,0.07,0.09,Matches
502,Olivier Mbaizo,cm CMR,DF,Philadelphia Union,25,1997,24,21,1837,20.4,0,1,1,0,0,0,3,0,0.2,0.2,0.8,1.0,50,76,88,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Matches
503,Hugo-Hilaire Mbongue Mbongue,ca CAN,FWMF,Toronto FC,18,2004,11,1,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.6,6,3,22,0.00,0.00,0.00,0.00,0.00,0.01,0.19,0.20,0.01,0.20,Matches
504,John McCarthy,us USA,GK,LAFC,30,1992,25,25,2250,25.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
505,Dax McCarty,us USA,MF,Nashville SC,35,1987,27,23,1891,21.0,1,1,2,1,0,0,7,0,0.5,0.5,1.2,1.7,15,121,15,0.05,0.05,0.10,0.05,0.10,0.02,0.05,0.08,0.02,0.08,Matches
506,Jack McGlynn,us USA,MF,Philadelphia Union,19,2003,27,15,1621,18.0,2,1,3,2,0,0,1,0,1.2,1.2,1.9,3.1,34,155,47,0.11,0.06,0.17,0.11,0.17,0.07,0.11,0.17,0.07,0.17,Matches
507,Zac McGraw,ca CAN,DF,Portland Timbers,25,1997,28,27,2423,26.9,1,1,2,1,0,0,8,0,1.5,1.5,0.5,2.0,5,43,10,0.04,0.04,0.07,0.04,0.07,0.06,0.02,0.07,0.06,0.07,Matches
508,Duncan McGuire,us USA,FW,Orlando City,21,2001,29,17,1388,15.4,13,3,16,13,0,0,2,0,5.3,5.3,2.9,8.2,19,13,81,0.84,0.19,1.04,0.84,1.04,0.34,0.19,0.53,0.34,0.53,Matches
509,Kendall McIntosh,us USA,GK,Sporting KC,29,1994,14,13,1192,13.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
510,Thomas McNamara,us USA,MFFW,NE Revolution,31,1991,6,1,191,2.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,9,2,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
511,Christopher McVey,se SWE,DF,Inter Miami,25,1997,16,12,1211,13.5,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,7,40,5,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
512,Jimmy Medranda,co COL,MFDF,Columbus Crew,28,1994,10,0,105,1.2,1,0,1,1,0,0,1,0,0.2,0.2,0.2,0.5,6,15,22,0.86,0.00,0.86,0.86,0.86,0.18,0.21,0.40,0.18,0.40,Matches
513,Tim Melia,us USA,GK,Sporting KC,36,1986,16,16,1418,15.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
514,Vinicius Mello,br BRA,FW,Charlotte,20,2002,3,0,57,0.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,4,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.15,0.15,0.15,Matches
515,Jonathan Mensah,gh GHA,DF,SJ Earthquakes,32,1990,26,21,1952,21.7,0,0,0,0,0,0,3,0,0.7,0.7,0.6,1.3,2,41,9,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06,Matches
516,Justin Meram,iq IRQ,FWMF,Charlotte,34,1988,25,13,1331,14.8,4,4,8,4,0,0,3,0,2.6,2.6,2.8,5.3,39,68,119,0.27,0.27,0.54,0.27,0.54,0.18,0.19,0.36,0.18,0.36,Matches
517,Justin Meram,iq IRQ,FWMF,Real Salt Lake,34,1988,6,2,184,2.0,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.5,2,13,17,0.00,0.49,0.49,0.00,0.49,0.10,0.13,0.23,0.10,0.23,Matches
518,Lionel Messi,ar ARG,FWMF,Inter Miami,35,1987,6,4,373,4.1,1,2,3,1,0,0,0,0,2.6,2.6,1.4,4.0,18,36,32,0.24,0.48,0.72,0.24,0.72,0.63,0.33,0.96,0.63,0.96,Matches
519,Matt Miazga,us USA,DF,FC Cincinnati,27,1995,27,27,2384,26.5,0,1,1,0,0,0,9,0,1.6,1.6,0.6,2.2,0,59,2,0.00,0.04,0.04,0.00,0.04,0.06,0.02,0.08,0.06,0.08,Matches
520,Micael,br BRA,DF,Houston Dynamo,22,2000,24,22,1975,21.9,1,0,1,1,0,0,8,1,1.0,1.0,0.0,1.0,7,44,4,0.05,0.00,0.05,0.05,0.05,0.04,0.00,0.04,0.04,0.04,Matches
521,Novak Mićović,rs SRB,GK,LA Galaxy,21,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
522,Matko Miljevic,us USA,MFFW,CF Montréal,21,2001,8,0,131,1.5,0,1,1,0,0,0,2,0,0.3,0.3,0.2,0.6,2,9,14,0.00,0.69,0.69,0.00,0.69,0.22,0.17,0.39,0.22,0.39,Matches
523,Eric Miller,us USA,DF,Portland Timbers,30,1993,21,12,1206,13.4,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,3,26,17,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
524,Kamal Miller,ca CAN,DF,Inter Miami,25,1997,22,21,1843,20.5,0,0,0,0,0,0,3,1,0.0,0.0,0.5,0.5,19,79,7,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
525,Kamal Miller,ca CAN,DF,CF Montréal,25,1997,6,6,474,5.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,27,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk
526,Tyler Miller,us USA,GK,D.C. United,29,1993,25,25,2205,24.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,10,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
527,Kevin Molino,tt TRI,MFFW,Columbus Crew,32,1990,9,0,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,7,9,0.00,0.00,0.00,0.00,0.00,0.07,0.10,0.17,0.07,0.17,Matches
528,Alex Monis,ph PHI,FW,Chicago Fire,19,2003,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
529,Jamiro Monteiro,cv CPV,MF,SJ Earthquakes,29,1993,28,25,2126,23.6,1,3,4,1,0,0,4,1,3.9,3.9,2.5,6.4,38,113,113,0.04,0.13,0.17,0.04,0.17,0.16,0.11,0.27,0.16,0.27,Matches
530,Fredy Montero,co COL,FWMF,Seattle Sounders,35,1987,17,3,435,4.8,1,1,2,1,0,0,0,0,1.2,1.2,0.8,2.0,8,23,40,0.21,0.21,0.41,0.21,0.41,0.24,0.16,0.40,0.24,0.40,Matches
531,Shaq Moore,us USA,DF,Nashville SC,26,1996,32,31,2771,30.8,0,4,4,0,0,0,4,1,0.3,0.3,3.0,3.3,67,106,128,0.00,0.13,0.13,0.00,0.13,0.01,0.10,0.11,0.01,0.11,Matches
532,Felipe Mora,cl CHI,FW,Portland Timbers,29,1993,15,8,817,9.1,6,1,7,6,0,0,1,0,4.5,4.5,1.2,5.7,4,22,59,0.66,0.11,0.77,0.66,0.77,0.50,0.13,0.63,0.50,0.63,Matches
533,Joseph Mora,cr CRC,DF,Charlotte,30,1993,4,2,191,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches
534,Alfredo Morales,us USA,MF,NYCFC,32,1990,22,11,1164,12.9,0,1,1,0,0,0,3,0,0.6,0.6,0.2,0.8,10,47,11,0.00,0.08,0.08,0.00,0.08,0.04,0.02,0.06,0.04,0.06,Matches
535,Maximiliano Moralez,ar ARG,MFFW,NYCFC,35,1987,4,4,314,3.5,0,0,0,0,0,0,0,0,0.7,0.7,1.1,1.7,8,41,36,0.00,0.00,0.00,0.00,0.00,0.19,0.30,0.50,0.19,0.50,Matches
536,Steven Moreira,cv CPV,DF,Columbus Crew,28,1994,34,33,2922,32.5,0,3,3,0,0,0,3,0,0.5,0.5,2.6,3.1,46,170,39,0.00,0.09,0.09,0.00,0.09,0.02,0.08,0.10,0.02,0.10,Matches
537,Junior Moreno,ve VEN,MF,FC Cincinnati,29,1993,29,26,2253,25.0,4,2,6,4,0,0,0,0,1.3,1.3,0.9,2.2,8,115,25,0.16,0.08,0.24,0.16,0.24,0.05,0.04,0.09,0.05,0.09,Matches
538,Santiago Moreno,co COL,FWMF,Portland Timbers,22,2000,31,29,2332,25.9,3,6,9,3,0,0,4,0,4.9,4.9,4.8,9.8,64,130,173,0.12,0.23,0.35,0.12,0.35,0.19,0.19,0.38,0.19,0.38,Matches
539,Lewis Morgan,sct SCO,MFFW,NY Red Bulls,26,1996,5,3,298,3.3,0,0,0,0,0,0,0,0,1.4,1.4,0.4,1.7,7,10,26,0.00,0.00,0.00,0.00,0.00,0.41,0.11,0.52,0.41,0.52,Matches
540,Aidan Morris,us USA,MF,Columbus Crew,21,2001,30,30,2580,28.7,4,3,7,4,0,0,5,0,3.0,3.0,2.5,5.5,32,179,53,0.14,0.10,0.24,0.14,0.24,0.10,0.09,0.19,0.10,0.19,Matches
541,Jordan Morris,us USA,FW,Seattle Sounders,28,1994,26,23,1976,22.0,11,0,11,11,0,0,0,0,9.3,9.3,2.5,11.8,39,27,143,0.50,0.00,0.50,0.50,0.50,0.43,0.11,0.54,0.43,0.54,Matches
542,Edwin Mosquera,co COL,FWMF,Atlanta Utd,21,2001,12,4,441,4.9,3,0,3,3,0,0,4,0,1.0,1.0,0.5,1.6,36,20,65,0.61,0.00,0.61,0.61,0.61,0.21,0.11,0.32,0.21,0.32,Matches
543,Yerson Mosquera,co COL,DF,FC Cincinnati,21,2001,26,25,2249,25.0,2,1,3,2,0,0,8,1,2.1,2.1,0.6,2.7,13,89,12,0.08,0.04,0.12,0.08,0.12,0.08,0.02,0.11,0.08,0.11,Matches
544,Jean Mota,br BRA,MF,Inter Miami,29,1993,13,9,913,10.1,0,3,3,0,0,0,1,0,0.8,0.8,0.8,1.6,12,84,8,0.00,0.30,0.30,0.00,0.30,0.07,0.08,0.16,0.07,0.16,Matches
545,Chris Mueller,us USA,FWMF,Chicago Fire,26,1996,10,8,708,7.9,2,0,2,2,0,0,1,0,1.7,1.7,0.5,2.2,23,38,83,0.25,0.00,0.25,0.25,0.25,0.22,0.07,0.28,0.22,0.28,Matches
546,Hany Mukhtar,de GER,FWMF,Nashville SC,27,1995,34,30,2835,31.5,15,9,24,10,5,5,6,0,13.9,10.2,9.3,19.5,101,135,202,0.48,0.29,0.76,0.32,0.60,0.44,0.29,0.74,0.32,0.62,Matches
547,José Mulato,co COL,FWMF,FC Dallas,20,2003,7,0,107,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.4,0.5,0,2,10,0.00,0.00,0.00,0.00,0.00,0.07,0.34,0.41,0.07,0.41,Matches
548,O'Vonte Mullings,ca CAN,MFDF,NY Red Bulls,22,2000,2,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,3,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.00,0.06,Matches
549,Daniel Munie,us USA,DF,SJ Earthquakes,22,2000,3,1,110,1.2,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
550,Ian Murphy,us USA,DF,FC Cincinnati,23,2000,23,17,1521,16.9,0,0,0,0,0,0,5,2,0.2,0.2,0.1,0.3,10,58,5,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
Rk
