ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
72,Álvaro Barreal,ar ARG,DF,FC Cincinnati,22,2000,31.3,5,58,13,22.4,1.86,0.42,0.09,0.38,21.7,7,0,0,3.0,3.0,0.05,+2.0,+2.0,Matches
73,Michael Barrios,co COL,FWMF,Colorado Rapids,31,1991,9.3,2,18,9,50.0,1.93,0.97,0.11,0.22,16.3,0,0,0,2.7,2.7,0.15,-0.7,-0.7,Matches
74,Michael Barrios,co COL,FWMF,LA Galaxy,31,1991,1.3,1,5,3,60.0,3.95,2.37,0.20,0.33,13.6,0,0,0,0.6,0.6,0.11,+0.4,+0.4,Matches
75,Lucas Bartlett,us USA,DF,St. Louis,25,1997,11.9,0,6,2,33.3,0.51,0.17,0.00,0.00,7.2,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
Rk
76,Ethan Bartlow,us USA,DF,Houston Dynamo,22,2000,22.1,0,11,2,18.2,0.50,0.09,0.00,0.00,13.6,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
77,Cole Bassett,us USA,MFFW,Colorado Rapids,21,2001,21.1,6,39,14,35.9,1.85,0.66,0.15,0.43,16.5,2,0,0,3.9,3.9,0.10,+2.1,+2.1,Matches
78,Amine Bassi,fr FRA,MFFW,Houston Dynamo,25,1997,22.2,10,35,11,31.4,1.58,0.50,0.11,0.36,22.5,1,6,6,9.1,4.4,0.13,+0.9,-0.4,Matches
79,Jesús Batiz,hn HON,MFFW,Toronto FC,23,1999,0.7,0,1,0,0.0,1.41,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
80,Josh Bauer,us USA,DF,Nashville SC,24,1998,5.8,0,2,0,0.0,0.35,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.14,-0.3,-0.3,Matches
81,Tanner Beason,us USA,DF,SJ Earthquakes,25,1997,15.6,0,8,1,12.5,0.51,0.06,0.00,0.00,10.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
82,Gavin Beavers,us USA,GK,Real Salt Lake,17,2005,6.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
83,Simon Becher,us USA,FWMF,Vancouver W'caps,23,1999,6.8,4,17,7,41.2,2.50,1.03,0.24,0.57,11.4,0,0,0,2.4,2.4,0.14,+1.6,+1.6,Matches
84,Alejandro Bedoya,us USA,MF,Philadelphia Union,35,1987,22.3,0,28,11,39.3,1.26,0.49,0.00,0.00,12.0,0,0,0,2.2,2.2,0.08,-2.2,-2.2,Matches
85,Steven Beitashour,ir IRN,DF,Colorado Rapids,35,1987,6.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
86,Jon Bell,jm JAM,DF,St. Louis,25,1997,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
87,Zaydan Bello,au AUS,MF,Minnesota Utd,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
88,Nico Benalcázar,us USA,MF,NYCFC,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
89,Ben Bender,us USA,MFFW,Charlotte,21,2001,10.1,3,17,5,29.4,1.69,0.50,0.18,0.60,17.6,0,0,0,1.5,1.5,0.09,+1.5,+1.5,Matches
90,Joe Bendik,us USA,GK,Philadelphia Union,33,1989,7.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
91,Christian Benteke,be BEL,FW,D.C. United,32,1990,31.0,14,106,37,34.9,3.42,1.19,0.12,0.35,11.9,0,1,1,16.3,15.5,0.15,-2.3,-2.5,Matches
92,Sebastian Berhalter,us USA,MF,Vancouver W'caps,21,2001,14.4,2,16,6,37.5,1.11,0.42,0.13,0.33,25.2,2,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
93,Federico Bernardeschi,it ITA,FWMF,Toronto FC,28,1994,28.9,5,79,31,39.2,2.73,1.07,0.05,0.13,22.1,14,1,1,5.0,4.3,0.05,0.0,-0.3,Matches
94,Miguel Berry,es ESP,FW,Atlanta Utd,25,1997,11.5,1,9,3,33.3,0.78,0.26,0.11,0.33,15.9,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
95,Aaron Bibout,cm CMR,FW,LA Galaxy,18,2004,0.3,0,1,0,0.0,3.91,0.00,0.00,,14.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
96,David Bingham,us USA,GK,Portland Timbers,33,1989,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
97,Steve Birnbaum,us USA,DF,D.C. United,32,1991,17.9,1,15,4,26.7,0.84,0.22,0.07,0.25,9.6,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
98,Stipe Biuk,hr CRO,FW,LAFC,20,2002,14.9,3,29,12,41.4,1.94,0.80,0.10,0.25,15.0,0,0,0,3.5,3.5,0.12,-0.5,-0.5,Matches
99,Tristan Blackmon,us USA,DF,Vancouver W'caps,26,1996,28.0,2,16,4,25.0,0.57,0.14,0.13,0.50,9.8,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
100,Andre Blake,jm JAM,GK,Philadelphia Union,32,1990,26.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk
101,Sebastián Blanco,ar ARG,FWMF,Portland Timbers,34,1988,4.9,1,6,1,16.7,1.23,0.21,0.17,1.00,14.9,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
102,Latif Blessing,gh GHA,FWMF,Toronto FC,26,1996,1.7,0,1,0,0.0,0.58,0.00,0.00,,10.1,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
103,Latif Blessing,gh GHA,MF,NE Revolution,26,1996,11.5,0,5,2,40.0,0.44,0.17,0.00,0.00,22.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
104,Njabulo Blom,za RSA,MF,St. Louis,23,1999,21.3,1,13,3,23.1,0.61,0.14,0.08,0.33,26.1,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
105,Emmanuel Boateng,gh GHA,FWMF,NE Revolution,29,1994,16.0,2,17,6,35.3,1.06,0.38,0.12,0.33,16.6,0,0,0,3.3,3.3,0.22,-1.3,-1.3,Matches
106,Israel Boatwright,do DOM,MFDF,Inter Miami,17,2005,0.8,0,1,1,100.0,1.18,1.18,0.00,0.00,21.1,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
107,Mateusz Bogusz,pl POL,MFFW,LAFC,21,2001,19.3,3,58,24,41.4,3.00,1.24,0.03,0.08,22.2,7,1,1,3.9,3.1,0.05,-0.9,-1.1,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,7,52,20,38.5,3.21,1.24,0.13,0.35,15.3,0,0,0,6.6,6.6,0.13,+0.4,+0.4,Matches
109,Joshua Bolma,gh GHA,MF,NE Revolution,20,2002,0.3,0,1,0,0.0,3.33,0.00,0.00,,26.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,0,8,2,25.0,0.96,0.24,0.00,0.00,12.5,0,0,0,1.4,1.4,0.18,-1.4,-1.4,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,1,9,4,44.4,5.63,2.50,0.11,0.25,11.8,0,0,0,1.3,1.3,0.18,-0.3,-0.3,Matches
115,Dylan Borrero,co COL,FWMF,NE Revolution,21,2002,5.7,2,16,7,43.8,2.82,1.24,0.13,0.29,18.5,0,0,0,1.0,1.0,0.06,+1.0,+1.0,Matches
116,Gustavo Bou,ar ARG,FWMF,NE Revolution,32,1990,14.0,7,54,19,35.2,3.85,1.35,0.11,0.32,19.4,3,1,1,4.8,4.0,0.07,+2.2,+2.0,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,28.1,20,134,51,38.1,4.77,1.81,0.13,0.33,18.6,11,3,3,14.4,12.0,0.09,+5.6,+5.0,Matches
118,Ousseni Bouda,bf BFA,FWMF,SJ Earthquakes,22,2000,1.7,1,8,1,12.5,4.80,0.60,0.13,1.00,8.8,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,5,28,14,50.0,4.16,2.08,0.18,0.36,14.1,0,0,0,5.5,5.5,0.20,-0.5,-0.5,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,2,13,3,23.1,0.41,0.09,0.15,0.67,12.6,0,0,0,1.7,1.7,0.13,+0.3,+0.3,Matches
121,Tyler Boyd,us USA,FWMF,LA Galaxy,28,1994,25.8,7,66,27,40.9,2.56,1.05,0.11,0.26,19.1,2,0,0,4.2,4.2,0.06,+2.8,+2.8,Matches
122,Michael Bradley,us USA,MFDF,Toronto FC,35,1987,16.0,1,6,4,66.7,0.37,0.25,0.17,0.25,19.7,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
123,Christopher Brady,us USA,GK,Chicago Fire,18,2004,29.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
124,Zachary Brault-Guillard,ca CAN,DFMF,CF Montréal,24,1998,14.5,1,15,3,20.0,1.03,0.21,0.07,0.33,15.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,2,22,6,27.3,0.85,0.23,0.09,0.33,23.1,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
Rk
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,1,19,9,47.4,3.20,1.52,0.05,0.11,20.6,0,0,0,2.2,2.2,0.12,-1.2,-1.2,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,0,6,3,50.0,0.24,0.12,0.00,0.00,13.7,0,0,0,1.1,1.1,0.19,-1.1,-1.1,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,1,18,4,22.2,0.63,0.14,0.06,0.25,18.2,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,1,20,4,20.0,1.02,0.20,0.05,0.25,11.6,0,0,0,1.5,1.4,0.07,-0.5,-0.4,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,2,27,7,25.9,1.28,0.33,0.04,0.14,25.8,6,1,1,1.9,1.1,0.04,+0.1,-0.1,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,3,8,4,50.0,2.04,1.02,0.38,0.75,9.6,0,0,0,2.1,2.1,0.28,+0.9,+0.9,Matches
134,Noel Buck,eng ENG,MFFW,NE Revolution,17,2005,19.5,3,17,6,35.3,0.87,0.31,0.18,0.50,22.2,0,0,0,0.7,0.7,0.04,+2.3,+2.3,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,3,42,8,19.0,2.29,0.44,0.07,0.38,14.3,0,0,0,6.3,6.3,0.15,-3.3,-3.3,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,2,33,9,27.3,3.05,0.83,0.06,0.22,14.8,0,0,0,4.8,4.8,0.14,-2.8,-2.8,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
138,Kendall Burks,us USA,DFMF,Chicago Fire,23,1999,5.7,0,3,0,0.0,0.53,0.00,0.00,,6.9,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,0,1,0,0.0,0.10,0.00,0.00,,30.0,1,0,0,0.0,0.0,0.03,0.0,0.0,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,2,11,2,18.2,0.59,0.11,0.18,1.00,12.6,0,0,0,1.6,1.6,0.15,+0.4,+0.4,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,0,6,4,66.7,0.21,0.14,0.00,0.00,20.0,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
142,Jorge Cabezas,co COL,FWMF,NY Red Bulls,19,2003,1.3,0,6,3,50.0,4.50,2.25,0.00,0.00,19.0,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
143,Kevin Cabral,fr FRA,FWMF,Colorado Rapids,23,1999,13.1,2,18,12,66.7,1.38,0.92,0.11,0.17,12.4,0,0,0,3.5,3.5,0.19,-1.5,-1.5,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,0,1,0,0.0,7.50,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,2,5,2,40.0,0.34,0.14,0.40,1.00,20.7,0,0,0,0.5,0.5,0.10,+1.5,+1.5,Matches
146,Deiber Caicedo,co COL,MFFW,Vancouver W'caps,22,2000,2.2,0,5,2,40.0,2.30,0.92,0.00,0.00,16.0,0,0,0,1.0,1.0,0.21,-1.0,-1.0,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,0,3,0,0.0,0.22,0.00,0.00,,31.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
