ranker,player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
62,Dominique Badji,sn SEN,FW,FC Cincinnati,30,1992,10.2,30,2.94,20,0,3,2,5,0,6,0.59,3,0,1,0,2,0,Matches
63,Corey Baird,us USA,FW,Houston Dynamo,27,1996,25.9,52,2.01,39,1,5,5,2,0,14,0.54,9,0,2,1,2,0,Matches
64,Esmir Bajraktarevic,ba BIH,FWMF,NE Revolution,17,2005,5.5,7,1.27,5,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
65,Cody Baker,us USA,DF,Seattle Sounders,19,2004,7.6,10,1.32,8,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
66,Reed Baker-Whiting,us USA,DFFW,Seattle Sounders,17,2005,7.1,13,1.82,11,0,1,1,0,0,2,0.28,1,0,1,0,0,0,Matches
67,Monsef Bakrar,dz ALG,FW,NYCFC,22,2001,8.4,11,1.31,9,0,0,2,0,0,1,0.12,1,0,0,0,0,0,Matches
68,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,22,2000,3.3,2,0.61,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
69,Tai Baribo,il ISR,FWMF,Philadelphia Union,25,1998,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
70,Tom Barlow,us USA,FW,NY Red Bulls,27,1995,20.5,33,1.61,25,0,3,5,0,0,2,0.10,2,0,0,0,0,0,Matches
71,Luis Barraza,us USA,GK,NYCFC,26,1996,24.0,2,0.08,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Álvaro Barreal,ar ARG,DF,FC Cincinnati,22,2000,31.3,116,3.71,73,29,6,5,3,0,12,0.38,7,2,1,1,1,0,Matches
73,Michael Barrios,co COL,FWMF,Colorado Rapids,31,1991,9.3,21,2.25,15,0,2,2,2,0,3,0.32,2,0,1,0,0,0,Matches
74,Michael Barrios,co COL,FWMF,LA Galaxy,31,1991,1.3,5,3.95,5,0,0,0,0,0,1,0.79,1,0,0,0,0,0,Matches
75,Lucas Bartlett,us USA,DF,St. Louis,25,1997,11.9,9,0.76,7,0,0,1,0,1,1,0.08,1,0,0,0,0,0,Matches
Rk
76,Ethan Bartlow,us USA,DF,Houston Dynamo,22,2000,22.1,19,0.86,16,0,1,1,1,0,2,0.09,1,0,0,1,0,0,Matches
77,Cole Bassett,us USA,MFFW,Colorado Rapids,21,2001,21.1,56,2.65,45,4,5,1,1,0,4,0.19,2,0,1,1,0,0,Matches
78,Amine Bassi,fr FRA,MFFW,Houston Dynamo,25,1997,22.2,95,4.28,76,6,3,2,7,1,9,0.41,7,0,0,1,0,1,Matches
79,Jesús Batiz,hn HON,MFFW,Toronto FC,23,1999,0.7,1,1.41,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Josh Bauer,us USA,DF,Nashville SC,24,1998,5.8,2,0.35,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
81,Tanner Beason,us USA,DF,SJ Earthquakes,25,1997,15.6,4,0.26,2,0,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches
82,Gavin Beavers,us USA,GK,Real Salt Lake,17,2005,6.5,1,0.15,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
83,Simon Becher,us USA,FWMF,Vancouver W'caps,23,1999,6.8,19,2.79,12,0,1,3,2,1,2,0.29,1,0,0,1,0,0,Matches
84,Alejandro Bedoya,us USA,MF,Philadelphia Union,35,1987,22.3,75,3.36,61,1,2,10,0,1,9,0.40,6,0,0,3,0,0,Matches
85,Steven Beitashour,ir IRN,DF,Colorado Rapids,35,1987,6.7,4,0.59,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
86,Jon Bell,jm JAM,DF,St. Louis,25,1997,1.6,1,0.64,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
87,Zaydan Bello,au AUS,MF,Minnesota Utd,20,2002,0.2,2,12.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Nico Benalcázar,us USA,MF,NYCFC,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
89,Ben Bender,us USA,MFFW,Charlotte,21,2001,10.1,35,3.48,27,1,4,2,0,1,4,0.40,3,0,1,0,0,0,Matches
90,Joe Bendik,us USA,GK,Philadelphia Union,33,1989,7.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Christian Benteke,be BEL,FW,D.C. United,32,1990,31.0,89,2.87,58,0,9,14,8,0,8,0.26,4,0,1,2,1,0,Matches
92,Sebastian Berhalter,us USA,MF,Vancouver W'caps,21,2001,14.4,39,2.70,28,10,0,1,0,0,2,0.14,1,1,0,0,0,0,Matches
93,Federico Bernardeschi,it ITA,FWMF,Toronto FC,28,1994,28.9,111,3.84,68,11,13,13,6,0,9,0.31,5,1,1,2,0,0,Matches
94,Miguel Berry,es ESP,FW,Atlanta Utd,25,1997,11.5,20,1.73,15,0,1,0,3,1,2,0.17,2,0,0,0,0,0,Matches
95,Aaron Bibout,cm CMR,FW,LA Galaxy,18,2004,0.3,2,8.18,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
96,David Bingham,us USA,GK,Portland Timbers,33,1989,19.0,4,0.21,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Steve Birnbaum,us USA,DF,D.C. United,32,1991,17.9,16,0.89,11,0,0,4,1,0,1,0.06,0,0,0,1,0,0,Matches
98,Stipe Biuk,hr CRO,FW,LAFC,20,2002,14.9,48,3.20,34,0,5,5,3,1,2,0.13,0,0,0,1,0,1,Matches
99,Tristan Blackmon,us USA,DF,Vancouver W'caps,26,1996,28.0,22,0.79,17,0,0,5,0,0,0,0.00,0,0,0,0,0,0,Matches
100,Andre Blake,jm JAM,GK,Philadelphia Union,32,1990,26.4,2,0.08,2,0,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
Rk
101,Sebastián Blanco,ar ARG,FWMF,Portland Timbers,34,1988,4.9,12,2.46,10,0,0,1,1,0,2,0.41,1,0,0,1,0,0,Matches
102,Latif Blessing,gh GHA,FWMF,Toronto FC,26,1996,1.7,5,2.92,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
103,Latif Blessing,gh GHA,MF,NE Revolution,26,1996,11.5,17,1.48,17,0,0,0,0,0,2,0.17,2,0,0,0,0,0,Matches
104,Njabulo Blom,za RSA,MF,St. Louis,23,1999,21.3,29,1.36,25,0,0,1,1,2,3,0.14,3,0,0,0,0,0,Matches
105,Emmanuel Boateng,gh GHA,FWMF,NE Revolution,29,1994,16.0,42,2.63,37,2,1,2,0,0,3,0.19,2,1,0,0,0,0,Matches
106,Israel Boatwright,do DOM,MFDF,Inter Miami,17,2005,0.8,2,2.37,1,0,0,0,1,0,1,1.18,0,0,0,0,1,0,Matches
107,Mateusz Bogusz,pl POL,MFFW,LAFC,21,2001,19.3,67,3.46,43,12,6,3,2,1,5,0.26,4,0,0,1,0,0,Matches
108,Franck Boli,ci CIV,FW,Portland Timbers,29,1993,16.2,44,2.72,27,0,5,7,4,1,6,0.37,3,0,1,2,0,0,Matches
109,Joshua Bolma,gh GHA,MF,NE Revolution,20,2002,0.3,1,3.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Moïse Bombito,ca CAN,DF,Colorado Rapids,22,2000,8.3,15,1.80,12,1,1,0,1,0,2,0.24,2,0,0,0,0,0,Matches
111,Jonathan Bond,eng ENG,GK,LA Galaxy,29,1993,22.8,1,0.04,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
112,Pablo Bonilla,ve VEN,DF,Portland Timbers,23,1999,0.8,1,1.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Alex Bono,us USA,GK,D.C. United,28,1994,9.5,3,0.32,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Shanyder Borgelin,ht HAI,FW,Inter Miami,21,2001,1.6,4,2.52,3,0,0,1,0,0,1,0.63,0,0,0,1,0,0,Matches
115,Dylan Borrero,co COL,FWMF,NE Revolution,21,2002,5.7,13,2.29,12,0,1,0,0,0,1,0.18,1,0,0,0,0,0,Matches
116,Gustavo Bou,ar ARG,FWMF,NE Revolution,32,1990,14.0,53,3.78,41,2,4,3,2,1,6,0.43,4,1,1,0,0,0,Matches
117,Denis Bouanga,ga GAB,FW,LAFC,28,1994,28.1,118,4.20,72,2,18,16,10,0,15,0.53,9,0,1,3,2,0,Matches
118,Ousseni Bouda,bf BFA,FWMF,SJ Earthquakes,22,2000,1.7,3,1.81,1,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
119,Aaron Boupendza,ga GAB,FW,FC Cincinnati,26,1996,6.7,33,4.90,19,0,8,4,2,0,3,0.45,1,0,1,1,0,0,Matches
120,Michael Boxall,nz NZL,DF,Minnesota Utd,34,1988,31.7,22,0.69,16,0,2,2,0,2,3,0.09,1,0,0,1,0,1,Matches
121,Tyler Boyd,us USA,FWMF,LA Galaxy,28,1994,25.8,100,3.88,71,8,8,6,6,1,10,0.39,6,0,1,2,1,0,Matches
122,Michael Bradley,us USA,MFDF,Toronto FC,35,1987,16.0,12,0.75,8,2,0,1,0,1,2,0.12,2,0,0,0,0,0,Matches
123,Christopher Brady,us USA,GK,Chicago Fire,18,2004,29.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Zachary Brault-Guillard,ca CAN,DFMF,CF Montréal,24,1998,14.5,46,3.17,44,0,0,1,1,0,3,0.21,3,0,0,0,0,0,Matches
125,Claudio Bravo,ar ARG,DF,Portland Timbers,25,1997,25.9,50,1.93,41,4,2,1,0,2,5,0.19,5,0,0,0,0,0,Matches
Rk
126,Luke Brennan,us USA,MF,Atlanta Utd,17,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
127,Brenner,br BRA,FW,FC Cincinnati,23,2000,5.9,21,3.54,15,0,2,3,1,0,3,0.51,2,0,0,1,0,0,Matches
128,Ethan Bristow,kn SKN,DF,Minnesota Utd,21,2001,6.0,5,0.83,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
129,Andrew Brody,us USA,DF,Real Salt Lake,27,1995,25.2,67,2.66,58,2,4,1,0,2,5,0.20,5,0,0,0,0,0,Matches
130,Brandt Bronico,us USA,MF,Charlotte,27,1995,28.8,47,1.63,43,1,0,1,1,1,6,0.21,5,0,0,1,0,0,Matches
131,Javain Brown,jm JAM,DF,Vancouver W'caps,23,1999,19.6,32,1.63,25,4,0,1,2,0,2,0.10,2,0,0,0,0,0,Matches
132,Gastón Brugman,uy URU,MF,LA Galaxy,30,1992,21.1,63,2.99,50,2,6,3,2,0,2,0.09,2,0,0,0,0,0,Matches
133,Will Bruin,us USA,FW,Austin,33,1989,3.9,6,1.53,3,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
134,Noel Buck,eng ENG,MFFW,NE Revolution,17,2005,19.5,38,1.95,32,0,3,0,1,2,3,0.15,2,0,0,0,0,1,Matches
135,Teal Bunbury,us USA,FW,Nashville SC,32,1990,18.3,29,1.58,16,0,2,4,6,1,3,0.16,2,0,0,0,1,0,Matches
136,Cory Burke,jm JAM,FW,NY Red Bulls,31,1991,10.8,33,3.04,19,0,9,2,2,1,3,0.28,0,0,1,2,0,0,Matches
137,Roman Bürki,ch SUI,GK,St. Louis,32,1990,33.0,11,0.33,8,3,0,0,0,0,2,0.06,0,2,0,0,0,0,Matches
138,Kendall Burks,us USA,DFMF,Chicago Fire,23,1999,5.7,2,0.35,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
139,Sergio Busquets,es ESP,MF,Inter Miami,34,1988,10.3,22,2.13,19,2,0,0,0,1,2,0.19,1,1,0,0,0,0,Matches
140,Brandon Bye,us USA,DF,NE Revolution,27,1995,18.5,37,2.00,33,1,1,1,1,0,2,0.11,2,0,0,0,0,0,Matches
141,Nathan Byrne,eng ENG,DF,Charlotte,30,1992,28.9,30,1.04,30,0,0,0,0,0,3,0.10,3,0,0,0,0,0,Matches
142,Jorge Cabezas,co COL,FWMF,NY Red Bulls,19,2003,1.3,3,2.25,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Kevin Cabral,fr FRA,FWMF,Colorado Rapids,23,1999,13.1,24,1.83,13,0,6,1,2,2,0,0.00,0,0,0,0,0,0,Matches
144,Rémi Cabral,fr FRA,DF,Colorado Rapids,23,1999,0.1,1,7.50,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
145,Martín Cáceres,uy URU,DF,LA Galaxy,35,1987,14.5,7,0.48,5,0,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches
146,Deiber Caicedo,co COL,MFFW,Vancouver W'caps,22,2000,2.2,8,3.67,4,1,0,1,1,1,3,1.38,1,0,0,1,1,0,Matches
147,Luís Caicedo,co COL,MF,Houston Dynamo,26,1996,13.5,12,0.89,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
148,Scott Caldwell,us USA,MF,Real Salt Lake,31,1991,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Lucas Calegari,br BRA,DF,LA Galaxy,20,2002,21.5,44,2.05,37,0,2,1,4,0,3,0.14,2,0,0,1,0,0,Matches
150,Noel Caliskan,de GER,MF,Portland Timbers,22,2000,2.9,6,2.05,2,0,0,1,3,0,2,0.68,1,0,0,1,0,0,Matches
Rk
151,Drake Callender,us USA,GK,Inter Miami,25,1997,33.0,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Rudy Camacho,fr FRA,DF,Columbus Crew,31,1991,8.8,5,0.57,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
153,Rudy Camacho,fr FRA,DFMF,CF Montréal,31,1991,17.9,11,0.61,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
154,Brandon Cambridge,us USA,FWDF,Charlotte,20,2002,1.5,6,3.97,2,0,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
155,Leonardo Campana,ec ECU,FW,Inter Miami,22,2000,18.2,42,2.31,24,0,4,9,5,0,7,0.38,3,0,2,0,2,0,Matches
156,George Campbell,us USA,DF,CF Montréal,21,2001,20.6,16,0.78,11,1,2,1,1,0,3,0.15,1,0,1,1,0,0,Matches
157,Russell Canouse,us USA,MF,D.C. United,27,1995,24.6,33,1.35,29,1,0,1,2,0,2,0.08,2,0,0,0,0,0,Matches
158,Antonio Carlos,br BRA,DF,Orlando City,29,1993,15.7,11,0.70,7,2,0,1,0,1,3,0.19,2,0,0,0,0,1,Matches
159,Wikelman Carmona,ve VEN,FWMF,NY Red Bulls,19,2003,7.4,22,2.97,11,2,2,3,4,0,3,0.40,1,0,0,1,1,0,Matches
160,Julián Carranza,ar ARG,FW,Philadelphia Union,22,2000,27.6,73,2.64,50,1,1,8,12,1,14,0.51,10,0,0,0,4,0,Matches
161,Adalberto Carrasquilla,pa PAN,FWMF,Houston Dynamo,24,1998,22.6,83,3.66,59,3,12,4,5,0,14,0.62,11,0,1,1,1,0,Matches
162,Wilder Cartagena,pe PER,MF,Orlando City,28,1994,21.1,32,1.51,26,0,1,3,1,1,4,0.19,4,0,0,0,0,0,Matches
163,Javier Casas,us USA,MF,Chicago Fire,19,2003,0.6,2,3.27,2,0,0,0,0,0,1,1.64,1,0,0,0,0,0,Matches
164,Julio Cascante,cr CRC,DF,Austin,29,1993,22.9,29,1.27,21,0,0,7,1,0,7,0.31,5,0,0,2,0,0,Matches
165,Cristian Cásseres Jr.,ve VEN,MF,NY Red Bulls,23,2000,16.0,65,4.06,35,16,2,3,8,1,3,0.19,2,0,1,0,0,0,Matches
166,Robert Castellanos,us USA,DF,Sporting KC,24,1998,7.8,3,0.39,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
167,Roman Celentano,us USA,GK,FC Cincinnati,22,2000,33.0,5,0.15,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
168,Edwin Cerrillo,us USA,MF,FC Dallas,22,2000,15.1,19,1.25,14,1,0,0,2,2,4,0.26,3,0,0,0,1,0,Matches
169,Edwin Cerrillo,us USA,MF,LA Galaxy,22,2000,9.0,17,1.90,17,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
170,Tomás Chancalay,ar ARG,FWMF,NE Revolution,24,1999,9.5,22,2.31,10,1,4,4,2,1,1,0.10,1,0,0,0,0,0,Matches
171,Maikel Chang,cu CUB,MFFW,Real Salt Lake,31,1991,11.3,46,4.08,33,10,2,0,1,0,5,0.44,3,1,0,0,1,0,Matches
172,Maxime Chanot,lu LUX,DF,NYCFC,33,1989,19.0,4,0.21,3,0,0,0,0,1,1,0.05,1,0,0,0,0,0,Matches
173,Diego Chará,co COL,MF,Portland Timbers,36,1986,28.5,47,1.65,44,0,1,1,0,1,6,0.21,6,0,0,0,0,0,Matches
174,Yimmi Chará,co COL,FW,Portland Timbers,31,1991,8.2,23,2.80,19,1,1,0,2,0,5,0.61,5,0,0,0,0,0,Matches
175,Yevhen Cheberko,ua UKR,DF,Columbus Crew,25,1998,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk
176,Giorgio Chiellini,it ITA,DF,LAFC,38,1984,15.2,29,1.91,23,2,0,2,2,0,3,0.20,2,0,0,1,0,0,Matches
177,Mathieu Choiniere,ca CAN,MFDF,CF Montréal,23,1999,27.0,89,3.29,67,12,2,3,3,2,10,0.37,8,0,0,2,0,0,Matches
178,Léo Chú,br BRA,FW,Seattle Sounders,22,2000,22.8,73,3.21,55,0,10,4,3,1,10,0.44,9,0,0,1,0,0,Matches
179,José Cifuentes,ec ECU,MF,LAFC,23,1999,15.1,67,4.43,62,0,1,1,3,0,6,0.40,5,0,0,0,1,0,Matches
180,Cam Cilley,us USA,FWMF,SJ Earthquakes,22,2000,0.0,1,45.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
181,Abdoulaye Cissoko,fr FRA,DF,Seattle Sounders,23,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
182,Steve Clark,us USA,GK,Houston Dynamo,36,1986,33.0,6,0.18,2,3,0,0,1,0,3,0.09,1,2,0,0,0,0,Matches
183,Stefan Cleveland,us USA,GK,Seattle Sounders,28,1994,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
184,Noah Cobb,us USA,DF,Atlanta Utd,17,2005,2.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
185,Alonso Coello,es ESP,MF,Toronto FC,23,1999,14.3,25,1.74,23,0,2,0,0,0,2,0.14,2,0,0,0,0,0,Matches
186,Jackson Conway,us USA,FW,Atlanta Utd,21,2001,0.6,2,3.27,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
187,Enzo Copetti,ar ARG,FW,Charlotte,27,1996,22.0,40,1.82,26,0,2,2,9,1,3,0.14,1,0,0,0,2,0,Matches
188,Gabriele Corbo,it ITA,DF,CF Montréal,23,2000,25.4,25,0.98,24,0,0,1,0,0,2,0.08,2,0,0,0,0,0,Matches
189,Sergio Córdova,ve VEN,FWMF,Vancouver W'caps,25,1997,9.4,28,3.00,12,0,8,3,5,0,5,0.54,1,0,2,1,1,0,Matches
190,Carlos Coronel,py PAR,GK,NY Red Bulls,26,1996,34.0,8,0.24,6,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
191,Guzmán Corujo,uy URU,DF,Charlotte,26,1996,3.9,1,0.25,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
192,Douglas Costa,br BRA,FWMF,LA Galaxy,32,1990,13.5,68,5.02,40,17,5,4,2,0,12,0.89,5,4,1,1,1,0,Matches
193,Séga Coulibaly,fr FRA,DF,LA Galaxy,26,1996,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
194,Cade Cowell,us USA,FW,SJ Earthquakes,19,2003,17.1,30,1.76,15,0,9,3,2,1,6,0.35,4,0,0,0,2,0,Matches
195,Ben Cremaschi,us USA,MFFW,Inter Miami,17,2005,19.9,53,2.66,40,1,2,7,1,2,8,0.40,7,0,0,1,0,0,Matches
196,Maxime Crépeau,ca CAN,GK,LAFC,28,1994,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
197,Daniel Crisostomo,us USA,MF,LAFC,26,1997,3.1,5,1.61,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
198,Andrés Cubas,py PAR,MF,Vancouver W'caps,26,1996,23.8,26,1.09,22,1,0,0,2,1,4,0.17,4,0,0,0,0,0,Matches
199,Cucho,co COL,FW,Columbus Crew,23,1999,26.3,127,4.83,82,1,16,21,5,2,20,0.76,14,0,2,3,1,0,Matches
200,Mauricio Cuevas,us USA,DF,LA Galaxy,19,2003,4.7,10,2.12,9,0,0,0,1,0,1,0.21,1,0,0,0,0,0,Matches
Rk
201,Braian Cufré,ar ARG,DF,NYCFC,26,1996,20.7,49,2.37,42,2,1,2,2,0,5,0.24,4,0,0,0,1,0,Matches
202,Antony Curic,ca CAN,DF,Toronto FC,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
203,Rafael Czichos,de GER,DF,Chicago Fire,32,1990,27.9,14,0.50,12,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Cristián Dajome,co COL,FWDF,D.C. United,29,1994,8.7,31,3.57,22,0,1,4,3,1,4,0.46,3,0,0,1,0,0,Matches
205,Cristián Dajome,co COL,MFFW,Vancouver W'caps,29,1994,3.3,8,2.42,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Dagur Dan Þórhallsson,is ISL,DFMF,Orlando City,22,2000,13.4,28,2.08,21,1,5,0,1,0,6,0.45,3,0,2,0,1,0,Matches
207,Daniel,br BRA,GK,SJ Earthquakes,28,1994,21.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
208,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,23,1999,10.7,22,2.06,19,1,0,2,0,0,1,0.09,1,0,0,0,0,0,Matches
209,Juan David Mosquera,co COL,DF,Portland Timbers,20,2002,26.7,68,2.54,56,2,2,2,2,4,7,0.26,6,0,0,0,0,1,Matches
210,Jesús David Murillo,co COL,DF,LAFC,28,1994,15.8,14,0.88,14,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
211,Bode Davis,us USA,DF,Real Salt Lake,20,2002,13.1,34,2.59,29,3,2,0,0,0,3,0.23,3,0,0,0,0,0,Matches
212,Erick Davis,pa PAN,DF,D.C. United,31,1991,6.0,14,2.34,10,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
213,Jake Davis,us USA,DF,Sporting KC,21,2002,22.6,31,1.37,26,2,2,0,1,0,3,0.13,2,0,1,0,0,0,Matches
214,Sean Davis,us USA,MF,Nashville SC,29,1993,20.8,19,0.91,18,0,0,1,0,0,2,0.10,2,0,0,0,0,0,Matches
215,Jonathan Dean,us USA,DF,Chicago Fire,25,1997,15.3,27,1.76,25,1,0,0,1,0,4,0.26,2,1,0,0,1,0,Matches
216,Miloš Degenek,au AUS,DF,Columbus Crew,28,1994,9.5,6,0.63,6,0,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
217,Brecht Dejaegere,be BEL,FWMF,Charlotte,31,1991,5.3,18,3.36,13,0,2,0,3,0,2,0.37,2,0,0,0,0,0,Matches
218,Marky Delgado,us USA,MF,LA Galaxy,27,1995,25.7,97,3.77,90,0,2,1,1,3,6,0.23,6,0,0,0,0,0,Matches
219,Luis Díaz,cr CRC,FW,Colorado Rapids,24,1998,1.0,2,1.94,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
220,Luis Díaz,cr CRC,DFMF,Columbus Crew,24,1998,0.9,1,1.08,1,0,0,0,0,0,1,1.08,1,0,0,0,0,0,Matches
221,Bakaye Dibassy,ml MLI,DF,Minnesota Utd,33,1989,5.3,2,0.37,1,0,0,0,1,0,1,0.19,0,0,0,0,1,0,Matches
222,Adama Diomande,no NOR,FW,Toronto FC,32,1990,1.8,3,1.63,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Clément Diop,sn SEN,GK,Atlanta Utd,29,1993,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Hamady Diop,sn SEN,DFMF,Charlotte,20,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
225,Sofiane Djeffal,fr FRA,MF,Austin,23,1999,3.5,7,2.01,4,0,2,0,1,0,1,0.29,1,0,0,0,0,0,Matches
Rk
226,Ethan Dobbelaere,us USA,FW,Seattle Sounders,20,2002,1.1,2,1.84,1,0,0,0,1,0,1,0.92,0,0,0,0,1,0,Matches
227,Ronald Donkor,ml MLI,MFDF,NY Red Bulls,18,2004,0.5,2,3.83,2,0,0,0,0,0,1,1.91,1,0,0,0,0,0,Matches
228,Christopher Donovan,us USA,FW,Philadelphia Union,22,2000,4.3,8,1.84,8,0,0,0,0,0,2,0.46,2,0,0,0,0,0,Matches
229,Griffin Dorsey,us USA,DF,Houston Dynamo,23,1999,11.4,27,2.37,20,1,1,1,4,0,3,0.26,2,0,0,0,1,0,Matches
230,C.J. dos Santos,us USA,GK,Inter Miami,22,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
231,Hassani Dotson,us USA,MFFW,Minnesota Utd,25,1997,28.6,90,3.15,73,0,4,8,4,1,11,0.39,7,0,0,2,1,1,Matches
232,Ousmane Doumbia,ci CIV,MF,Chicago Fire,30,1992,9.0,15,1.66,14,0,0,0,0,1,3,0.33,3,0,0,0,0,0,Matches
233,Sebastián Driussi,ar ARG,MFFW,Austin,26,1996,25.6,72,2.81,47,1,7,12,4,1,12,0.47,7,0,1,3,1,0,Matches
234,Erik Duenas,us USA,MFDF,LAFC,18,2004,8.4,25,2.98,21,1,2,0,1,0,2,0.24,2,0,0,0,0,0,Matches
235,Bryce Duke,us USA,MF,Inter Miami,21,2001,4.9,10,2.05,6,1,1,1,1,0,1,0.21,1,0,0,0,0,0,Matches
236,Bryce Duke,us USA,MFFW,CF Montréal,21,2001,16.3,62,3.81,38,13,1,3,5,2,2,0.12,1,1,0,0,0,0,Matches
237,Cameron Duke,us USA,DF,Sporting KC,21,2001,1.5,2,1.33,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
238,Cameron Dunbar,us USA,MFFW,Minnesota Utd,20,2002,1.3,3,2.39,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Kyle Duncan,us USA,DF,NY Red Bulls,25,1997,20.5,49,2.39,29,6,4,2,5,3,5,0.24,2,0,0,2,1,0,Matches
240,Chris Durkin,us USA,MF,D.C. United,22,2000,21.9,61,2.78,47,1,4,1,3,5,6,0.27,3,0,2,0,0,1,Matches
241,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,25,1997,32.9,75,2.28,53,0,2,7,12,1,9,0.27,6,0,0,0,3,0,Matches
242,Daniel Edelman,us USA,MF,NY Red Bulls,19,2003,20.6,40,1.94,33,3,0,2,0,2,1,0.05,1,0,0,0,0,0,Matches
