ranker,player,nationality,position,team,age,birth_year,minutes_90s,passes,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_completed,passes_offsides,passes_blocked,matches
584,Samuel Piette,ca CAN,MF,CF Montréal,29,1994,23.7,1390,1361,26,25,3,13,5,1,0,0,0,0,1256,3,8,Matches
585,Mauricio Pineda,us USA,DFMF,Chicago Fire,26,1997,12.8,738,706,31,23,0,5,4,7,0,0,0,0,661,1,6,Matches
586,Malik Pinto,us USA,MFFW,FC Cincinnati,21,2002,1.7,96,94,0,0,0,0,1,0,0,0,0,0,81,2,4,Matches
587,Gabriel Pirani,br BRA,MFFW,D.C. United,21,2002,14.9,437,421,12,1,4,1,15,1,2,0,1,0,327,4,13,Matches
588,Matt Polster,us USA,MF,NE Revolution,30,1993,29.3,1811,1738,72,52,1,10,5,15,1,0,0,0,1614,1,26,Matches
589,Célio Pompeu,br BRA,FWMF,St. Louis,24,1999,13.8,428,382,45,7,3,1,68,10,28,17,7,0,275,1,24,Matches
590,Paxton Pomykal,us USA,MF,FC Dallas,24,1999,0.1,12,12,0,0,0,0,0,0,0,0,0,0,11,0,0,Matches
591,Ezequiel Ponce,ar ARG,FW,Houston Dynamo,26,1997,8.2,169,154,15,0,0,0,0,0,0,0,0,0,129,0,4,Matches
592,Tomas Pondeca,us USA,MF,FC Dallas,22,2001,1.3,30,29,1,1,0,0,1,0,0,0,0,0,25,0,1,Matches
593,Alvas Powell,jm JAM,DF,FC Cincinnati,29,1994,8.7,403,353,49,12,0,6,8,37,0,0,0,0,306,1,12,Matches
594,Ralph Priso-Mbongue,ca CAN,MF,Vancouver W'caps,21,2002,5.3,232,225,6,3,0,2,0,3,0,0,0,0,196,1,6,Matches
595,Andrew Privett,us USA,DF,Charlotte,23,2000,29.8,1589,1511,71,38,0,21,4,7,0,0,0,0,1343,7,10,Matches
596,Riqui Puig,es ESP,MF,LA Galaxy,24,1999,28.2,2869,2695,161,108,30,39,8,18,6,0,0,0,2443,13,48,Matches
597,Teemu Pukki,fi FIN,FW,Minnesota Utd,33,1990,10.4,172,151,21,0,0,1,5,1,0,0,0,0,118,0,14,Matches
598,Alan Pulido,mx MEX,FWMF,Sporting KC,32,1991,21.7,671,624,45,1,3,6,15,4,0,0,0,0,547,2,19,Matches
599,John Pulskamp,us USA,GK,Sporting KC,22,2001,6.0,148,85,61,22,0,0,0,0,0,0,0,0,90,2,1,Matches
600,Philip Quinton,us USA,DF,Columbus Crew,24,1999,1.0,52,47,5,5,0,1,0,0,0,0,0,0,45,0,0,Matches
Rk
601,Philip Quinton,us USA,DF,Real Salt Lake,24,1999,13.6,779,698,81,23,0,5,0,58,0,0,0,0,680,0,11,Matches
602,Nemanja Radoja,rs SRB,MF,Sporting KC,30,1993,23.6,1358,1309,44,43,3,15,3,1,0,0,0,0,1187,5,13,Matches
603,Jeremy Rafanello,us USA,MF,Philadelphia Union,23,2000,3.6,140,138,2,1,0,1,5,1,0,0,0,0,104,0,5,Matches
604,Jackson Ragen,us USA,DF,Seattle Sounders,25,1998,32.2,2097,2031,63,58,0,15,1,1,0,0,0,0,1886,3,9,Matches
605,Brooklyn Raines,us USA,MFFW,Houston Dynamo,18,2005,4.7,286,281,4,4,0,0,1,0,0,0,0,0,265,1,2,Matches
606,Alonso Ramírez,mx MEX,MF,Austin,22,2001,0.3,24,24,0,0,0,1,0,0,0,0,0,0,22,0,0,Matches
607,Anthony Ramirez,us USA,MF,FC Dallas,18,2005,0.0,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
608,Christian Ramirez,us USA,MFFW,Columbus Crew,32,1991,15.9,505,481,22,0,3,2,16,3,0,0,0,0,397,2,14,Matches
609,Rubén Ramos,us USA,FWMF,LA Galaxy,17,2007,0.2,5,5,0,0,0,0,1,0,0,0,0,0,4,0,1,Matches
610,Ryan Raposo,ca CAN,DFMF,Vancouver W'caps,24,1999,17.6,734,671,62,13,0,4,88,35,14,9,2,0,558,1,14,Matches
611,Henrich Ravas,sk SVK,GK,NE Revolution,26,1997,8.0,235,151,82,14,0,0,0,0,0,0,0,0,161,2,0,Matches
612,Tim Ream,us USA,DF,Charlotte,36,1987,8.8,519,469,48,12,0,7,1,35,0,0,0,0,449,2,0,Matches
613,Federico Redondo,ar ARG,MF,Inter Miami,21,2003,12.4,846,831,11,8,4,6,2,3,0,0,0,0,754,4,7,Matches
614,Jayden Reid,us USA,DF,St. Louis,22,2001,8.1,359,291,64,4,1,2,24,60,0,0,0,0,280,4,7,Matches
615,Marco Reus,de GER,MF,LA Galaxy,34,1989,4.0,252,236,14,3,2,0,8,1,7,2,3,0,218,2,3,Matches
616,Andrés Reyes,co COL,DF,NY Red Bulls,24,1999,16.6,725,694,30,23,0,0,0,7,0,0,0,0,585,1,1,Matches
617,Justin Reynolds,us USA,DF,Chicago Fire,19,2004,2.5,146,126,20,1,0,0,17,19,0,0,0,0,115,0,3,Matches
618,Emanuel Reynoso,ar ARG,MF,Minnesota Utd,28,1995,0.3,22,21,1,0,0,0,2,0,1,1,0,0,16,0,0,Matches
619,Spencer Richey,us USA,GK,Chicago Fire,31,1992,1.0,30,16,14,5,0,0,0,0,0,0,0,0,18,0,0,Matches
620,Will Richmond,us USA,FW,SJ Earthquakes,23,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
621,Andrew Rick,us USA,GK,Philadelphia Union,18,2006,6.0,161,87,73,22,0,1,0,0,0,0,0,0,90,1,0,Matches
622,Jamar Ricketts,us USA,MF,SJ Earthquakes,22,2001,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
623,Kalani Rienzi,us USA,DFFW,Seattle Sounders,21,2002,0.1,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
624,Emiliano Rigoni,ar ARG,FW,Austin,30,1993,7.8,230,190,39,13,1,2,51,4,21,17,1,0,164,1,6,Matches
625,Alexander Ring,fi FIN,MF,Austin,32,1991,28.8,1342,1199,136,60,5,21,96,6,38,16,15,0,1060,7,28,Matches
Rk
626,Birk Risa,no NOR,DF,NYCFC,25,1998,23.9,1311,1248,57,56,0,14,1,1,0,0,0,0,1115,6,5,Matches
627,Miles Robinson,us USA,DF,FC Cincinnati,26,1997,24.8,1539,1487,47,25,1,13,1,22,0,0,0,0,1336,5,10,Matches
628,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,28,1995,19.6,897,876,19,17,0,8,1,1,0,0,0,0,790,2,5,Matches
629,Rodrigues,br BRA,DF,SJ Earthquakes,26,1997,30.6,1538,1473,63,39,3,21,5,6,0,0,0,0,1311,2,15,Matches
630,Jonathan Rodríguez,uy URU,FW,Portland Timbers,30,1993,27.0,732,689,40,4,0,6,23,13,3,0,0,0,538,3,25,Matches
631,Martín Rodríguez,cl CHI,MF,D.C. United,29,1994,14.0,745,725,20,11,3,7,26,4,5,1,2,2,631,0,17,Matches
632,Memo Rodriguez,us USA,MF,Sporting KC,28,1995,17.9,949,850,97,39,4,15,89,4,54,41,11,0,750,2,10,Matches
633,Santiago Rodríguez,uy URU,FWMF,NYCFC,24,2000,31.0,1674,1446,219,59,35,8,146,18,103,57,25,0,1283,9,38,Matches
634,Matías Rojas,py PAR,MFFW,Inter Miami,28,1995,8.9,414,396,13,1,2,3,16,3,9,2,6,0,325,5,11,Matches
635,Alex Roldan,sv SLV,DF,Seattle Sounders,27,1996,25.4,1687,1463,222,22,1,11,73,180,20,5,13,0,1389,2,39,Matches
636,Cristian Roldan,us USA,MFFW,Seattle Sounders,28,1995,31.5,1861,1776,82,25,2,19,82,53,3,1,1,0,1516,3,34,Matches
637,Kage Romanshyn,us USA,FW,Minnesota Utd,18,2005,0.1,5,5,0,0,1,0,0,0,0,0,0,0,3,0,1,Matches
638,Abraham Romero,mx MEX,GK,Columbus Crew,25,1998,1.5,35,31,4,1,0,0,0,0,0,0,0,0,29,0,0,Matches
639,David Romney,us USA,DF,NE Revolution,30,1993,24.6,1464,1423,39,25,0,5,4,8,0,0,0,0,1264,2,5,Matches
640,Connor Ronan,ie IRL,MF,Colorado Rapids,25,1998,20.1,1571,1476,91,58,1,11,73,10,23,11,11,0,1307,4,18,Matches
641,Joseph Rosales,hn HON,DFMF,Minnesota Utd,23,2000,26.7,1451,1122,321,43,3,16,191,164,114,53,52,1,1008,8,49,Matches
642,Keegan Rosenberry,us USA,DF,Colorado Rapids,30,1993,29.1,1686,1348,329,24,0,6,50,305,0,0,0,0,1249,9,43,Matches
643,Daniel Rosero,co COL,DF,Sporting KC,30,1993,21.0,1093,1064,26,25,0,12,1,0,0,0,0,0,949,3,11,Matches
644,Diego Rossi,uy URU,MFFW,Columbus Crew,25,1998,29.2,1166,1005,154,27,5,2,129,2,114,34,49,0,934,7,25,Matches
645,Sigurd Rosted,no NOR,DF,Toronto FC,29,1994,19.5,934,898,31,23,0,8,11,8,0,0,0,0,769,5,12,Matches
646,Paul Rothrock,us USA,FW,Seattle Sounders,25,1999,14.6,446,422,23,2,1,1,48,14,7,1,1,0,311,1,26,Matches
647,Ruan,br BRA,DFMF,FC Dallas,28,1995,4.7,200,164,35,1,0,2,9,33,1,0,0,0,160,1,6,Matches
648,Ruan,br BRA,DFMF,CF Montréal,28,1995,22.1,908,798,109,2,2,1,66,107,0,0,0,0,727,1,28,Matches
649,Diego Rubio,cl CHI,FW,Austin,30,1993,20.9,530,502,22,2,4,6,12,3,0,0,0,0,382,6,17,Matches
650,Raúl Ruidíaz,pe PER,FW,Seattle Sounders,33,1990,15.0,417,380,36,1,1,4,27,4,11,9,0,0,338,1,14,Matches
Rk
651,Pablo Ruíz,ar ARG,MFFW,Real Salt Lake,25,1998,1.9,105,91,12,4,0,1,11,0,8,5,1,1,71,2,9,Matches
652,David Ruíz-Ochoa,hn HON,MFDF,Inter Miami,19,2004,12.1,628,602,25,4,0,3,11,20,1,0,1,0,547,1,15,Matches
653,Albert Rusnák,sk SVK,MF,Seattle Sounders,29,1994,28.1,1349,1117,229,71,7,5,145,11,127,59,41,1,1116,3,26,Matches
654,Johnny Russell,sct SCO,FW,Sporting KC,33,1990,19.2,759,649,106,43,3,12,80,13,49,41,1,0,553,4,16,Matches
655,Jacen Russell-Rowe,ca CAN,MFFW,Columbus Crew,21,2002,11.5,309,290,17,0,3,3,5,0,0,0,0,0,226,2,15,Matches
656,Ryan Sailor,us USA,DF,Inter Miami,25,1998,3.5,197,194,3,1,0,1,0,2,0,0,0,0,170,0,1,Matches
657,Carle-Fred Sainte,ht HAI,MF,FC Dallas,21,2002,1.7,64,64,0,0,0,0,0,0,0,0,0,0,57,0,0,Matches
658,Nathan-Dylan Saliba,ca CAN,MF,CF Montréal,19,2004,18.3,1008,990,17,14,5,4,7,1,2,1,0,0,866,1,15,Matches
659,Dániel Sallói,hu HUN,FW,Sporting KC,27,1996,23.6,778,737,38,11,0,7,71,7,20,15,0,0,568,3,36,Matches
660,Tobias Salquist,dk DEN,DF,Chicago Fire,28,1995,10.2,650,634,15,15,0,1,0,0,0,0,0,0,573,1,1,Matches
661,Ilie Sánchez,es ESP,MF,LAFC,33,1990,24.0,1194,1148,43,38,4,4,1,3,2,0,0,0,1031,3,15,Matches
662,James Sands,us USA,MF,NYCFC,23,2000,28.4,1726,1662,60,55,1,12,9,5,0,0,0,0,1493,4,21,Matches
663,William Sands,us USA,DF,NE Revolution,23,2000,4.8,257,219,38,4,0,0,13,34,0,0,0,0,225,0,4,Matches
664,William Sands,us USA,DF,Columbus Crew,23,2000,2.8,140,127,13,2,0,1,6,11,0,0,0,0,126,0,3,Matches
665,Jeong Sangbin,kr KOR,FWMF,Minnesota Utd,21,2002,24.1,752,673,73,11,3,5,93,22,32,20,10,0,488,6,35,Matches
666,Sergio Santos Gomes,br BRA,FW,FC Cincinnati,29,1994,10.3,302,289,9,1,0,2,9,4,0,0,0,0,213,4,20,Matches
667,Pedro Santos,pt POR,DFMF,D.C. United,35,1988,20.0,953,759,190,35,2,14,97,114,40,34,5,1,648,4,21,Matches
668,Rafael Santos,br BRA,DF,Orlando City,25,1998,23.0,1712,1488,220,24,0,14,100,196,0,0,0,0,1379,4,45,Matches
669,Hayden Sargis,us USA,DF,D.C. United,21,2002,0.3,15,15,0,0,0,1,0,0,0,0,0,0,13,0,0,Matches
670,Nick Scardina,us USA,FW,Charlotte,22,2001,0.0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
671,Rodrigo Schlegel,ar ARG,DF,Orlando City,26,1997,25.5,1329,1205,120,64,1,7,0,43,0,0,0,0,1185,4,7,Matches
672,Tate Schmitt,us USA,DF,Houston Dynamo,26,1997,4.8,366,318,46,4,0,2,29,40,2,0,2,0,267,2,8,Matches
673,David Schnegg,at AUT,DF,D.C. United,25,1998,1.3,60,51,8,1,0,0,5,7,0,0,0,0,40,1,0,Matches
674,Alessandro Schöpf,at AUT,MFDF,Vancouver W'caps,29,1994,21.5,1031,1004,24,12,1,4,24,8,0,0,0,0,920,3,16,Matches
675,Patrick Schulte,us USA,GK,Columbus Crew,22,2001,27.0,946,754,191,51,0,1,0,0,0,0,0,0,768,1,1,Matches
Rk
676,Tarik Scott,us USA,FW,FC Dallas,18,2005,0.6,30,28,2,1,0,1,4,1,0,0,0,0,20,0,1,Matches
677,Dante Sealy,us USA,DFMF,FC Dallas,20,2003,9.6,336,282,54,10,0,2,17,44,0,0,0,0,255,0,7,Matches
678,Gabe Segal,us USA,FW,Houston Dynamo,22,2001,2.2,49,46,3,0,0,0,0,1,0,0,0,0,35,0,2,Matches
679,Eddie Segura,co COL,DFMF,LAFC,26,1997,15.0,916,869,44,23,0,2,1,21,0,0,0,0,802,3,7,Matches
680,Amar Sejdic,us USA,MF,Nashville SC,27,1996,3.4,266,259,6,6,0,7,3,0,0,0,0,0,238,1,4,Matches
681,Oliver Semmle,de GER,GK,Philadelphia Union,25,1998,15.6,442,291,150,45,0,0,0,0,0,0,0,0,299,1,0,Matches
682,Brandon Servania,us USA,MF,Toronto FC,24,1999,0.7,31,28,2,0,0,1,1,2,0,0,0,0,19,1,1,Matches
683,Jacob Shaffelburg,ca CAN,FWDF,Nashville SC,24,1999,15.7,448,419,26,4,2,2,98,21,1,1,0,0,255,3,32,Matches
684,Xherdan Shaqiri,ch SUI,MFFW,Chicago Fire,32,1991,8.2,414,367,45,15,7,6,44,6,24,21,0,0,303,2,11,Matches
685,Charles Sharp,us USA,FWMF,Toronto FC,22,2001,0.3,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
686,Samuel Shashoua,eng ENG,MFFW,Minnesota Utd,24,1999,0.2,20,19,1,0,0,0,0,0,1,0,0,0,16,0,0,Matches
687,Khiry Shelton,us USA,DF,Sporting KC,30,1993,11.5,635,530,101,18,0,5,5,83,0,0,0,0,546,4,6,Matches
688,Show,ao ANG,MF,FC Dallas,24,1999,5.5,316,308,7,4,0,4,1,3,0,0,0,0,270,1,4,Matches
689,Marcelo Silva,uy URU,DF,Real Salt Lake,34,1989,2.0,104,100,4,3,0,0,0,0,0,0,0,0,84,0,1,Matches
690,Tommy Silva,us USA,DF,Real Salt Lake,21,2002,0.2,7,6,1,0,0,0,1,1,0,0,0,0,4,0,0,Matches
691,Xande Silva,pt POR,FWMF,Atlanta Utd,26,1997,16.1,507,497,9,1,3,1,31,4,0,0,0,0,406,1,22,Matches
692,Jonathan Sirois,ca CAN,GK,CF Montréal,22,2001,33.0,1264,936,325,67,0,2,0,0,0,0,0,0,1004,3,0,Matches
693,Jack Skahan,us USA,MFFW,SJ Earthquakes,25,1998,9.6,272,253,17,0,1,2,20,8,7,2,5,0,203,2,11,Matches
694,Joseph Skinner,us USA,FW,Nashville SC,20,2003,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,1,Matches
695,Bartosz Slisz,pl POL,MF,Atlanta Utd,24,1999,26.6,1450,1400,47,37,1,1,17,5,0,0,0,0,1238,3,16,Matches
696,Tyger Smalls,,FW,Charlotte,,,2.5,58,56,2,1,0,0,4,0,1,0,0,0,43,0,1,Matches
697,Alec Smir,us USA,GK,Minnesota Utd,24,1999,3.0,73,43,29,9,0,0,0,0,0,0,0,0,49,1,0,Matches
698,Brad Smith,au AUS,FWDF,Houston Dynamo,29,1994,4.5,212,192,17,0,0,1,27,15,2,1,0,0,164,3,3,Matches
699,Kyle Smith,us USA,DFMF,Orlando City,32,1992,12.8,821,730,89,16,1,5,20,73,0,0,0,0,678,2,12,Matches
700,Mohammed Sofo,gh GHA,MF,NY Red Bulls,19,2004,0.3,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
Rk
701,Joaquin Sosa,uy URU,DF,CF Montréal,22,2002,14.1,905,839,62,19,1,5,21,43,0,0,0,0,750,4,15,Matches
702,Arnaud Souquet,fr FRA,DF,Chicago Fire,31,1992,20.8,1344,1214,130,22,0,7,47,108,0,0,0,0,1098,0,31,Matches
703,Ryan Spaulding,us USA,DFMF,NE Revolution,25,1998,5.0,236,193,42,2,0,1,20,40,0,0,0,0,183,1,11,Matches
704,Tyrese Spicer,tt TRI,DFMF,Toronto FC,23,2000,11.8,408,330,76,1,0,1,39,75,0,0,0,0,270,2,19,Matches
705,Dayne St. Clair,ca CAN,GK,Minnesota Utd,26,1997,26.0,835,554,279,104,0,2,0,0,0,0,0,0,468,2,0,Matches
706,Mason Stajduhar,us USA,GK,Orlando City,26,1997,4.3,98,67,30,8,0,0,0,0,0,0,0,0,79,1,0,Matches
707,Zack Steffen,us USA,GK,Colorado Rapids,28,1995,33.0,1060,719,334,82,0,1,0,0,0,0,0,0,737,7,1,Matches
708,Daniel Steres,us USA,DF,Houston Dynamo,33,1990,13.0,801,685,114,11,0,6,11,103,0,0,0,0,681,2,6,Matches
709,Kimani Stewart-Baynes,ca CAN,FWMF,Colorado Rapids,19,2005,1.6,47,47,0,0,0,0,5,0,0,0,0,0,35,0,2,Matches
710,Jared Stroud,us USA,MFFW,D.C. United,27,1996,27.7,874,829,39,6,4,4,137,30,2,0,1,0,583,6,54,Matches
711,Peter Stroud,us USA,MF,NY Red Bulls,21,2002,9.4,367,360,7,7,2,1,4,0,0,0,0,0,309,0,7,Matches
712,Brad Stuver,us USA,GK,Austin,32,1991,34.0,1431,1073,353,101,0,3,0,0,0,0,0,0,1100,5,1,Matches
713,Luis Suárez,uy URU,FW,Inter Miami,37,1987,21.3,695,632,59,4,7,5,20,9,0,0,0,0,515,4,21,Matches
714,Cavan Sullivan,us USA,MFFW,Philadelphia Union,14,2009,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
715,Quinn Sullivan,us USA,MFFW,Philadelphia Union,19,2004,26.7,915,857,48,3,2,7,99,36,2,0,0,0,651,10,29,Matches
716,Lawson Sunderland,us USA,MF,Inter Miami,22,2001,2.1,113,113,0,0,0,0,2,0,0,0,0,0,99,0,0,Matches
717,Finn Surman,nz NZL,DF,Portland Timbers,20,2003,1.0,46,41,5,3,0,1,0,0,0,0,0,0,38,0,0,Matches
718,Sam Surridge,eng ENG,FW,Nashville SC,25,1998,26.5,582,544,33,7,3,4,23,11,2,0,0,0,397,5,24,Matches
719,Oleksandr Svatok,ua UKR,DF,Austin,29,1994,4.5,218,213,5,5,0,1,1,0,0,0,0,0,193,0,0,Matches
720,Erik Sviatchenko,dk DEN,DF,Houston Dynamo,32,1991,27.0,1484,1429,49,31,0,19,16,10,0,0,0,0,1228,6,7,Matches
721,Karol Świderski,pl POL,FW,Charlotte,27,1997,5.9,97,84,13,0,0,2,4,2,0,0,0,0,76,0,2,Matches
722,Nkosi Tafari,us USA,DF,FC Dallas,26,1997,25.0,1405,1325,76,40,1,14,4,20,0,0,0,0,1190,4,11,Matches
723,Yohei Takaoka,jp JPN,GK,Vancouver W'caps,27,1996,33.0,978,726,248,51,0,3,0,0,0,0,0,0,718,4,0,Matches
724,Strahinja Tanasijević,rs SRB,DF,NYCFC,26,1997,11.0,620,586,33,28,0,7,2,5,0,0,0,0,545,1,5,Matches
725,Miguel Tapias,mx MEX,DF,Minnesota Utd,27,1997,23.2,1030,989,39,33,0,25,2,5,0,0,0,0,864,2,7,Matches
Rk
726,Andrew Tarbell,us USA,GK,Houston Dynamo,30,1993,3.2,93,71,22,8,0,0,0,0,0,0,0,0,73,0,0,Matches
727,Iuri Tavares,cv CPV,FW,Charlotte,22,2001,10.0,256,252,4,1,8,1,13,2,0,0,0,0,165,0,20,Matches
728,D.J. Taylor,us USA,DFMF,Minnesota Utd,26,1997,16.5,695,595,100,6,0,3,32,94,0,0,0,0,532,0,13,Matches
729,Robert Taylor,fi FIN,FWMF,Inter Miami,29,1994,18.3,612,577,33,0,4,10,26,9,18,10,3,0,487,2,19,Matches
730,Carlos Terán,co COL,DF,Chicago Fire,23,2000,13.5,890,844,44,14,1,8,3,30,0,0,0,0,736,2,6,Matches
731,Cedric Teuchert,de GER,MFFW,St. Louis,27,1997,8.4,210,196,10,3,2,0,9,2,0,0,0,0,141,4,18,Matches
732,Dylan Teves,us USA,MFFW,Seattle Sounders,23,2000,1.0,36,36,0,0,0,0,2,0,0,0,0,0,28,0,1,Matches
733,Jamal Thiaré,sn SEN,FW,Atlanta Utd,30,1993,12.7,149,134,14,0,0,1,1,1,0,0,0,0,92,1,7,Matches
734,Andrew Thomas,ru RUS,GK,Seattle Sounders,25,1998,6.6,154,104,50,17,0,0,0,0,0,0,0,0,94,0,0,Matches
735,Erik Thommy,de GER,MFFW,Sporting KC,29,1994,25.8,1102,1022,78,21,1,9,97,9,40,20,12,0,865,2,45,Matches
736,Kosi Thompson,ca CAN,MFDF,Toronto FC,21,2003,12.3,603,585,18,6,0,4,10,9,0,0,0,0,519,0,12,Matches
737,Tommy Thompson,us USA,DFFW,SJ Earthquakes,28,1995,1.0,61,58,3,0,0,0,1,3,0,0,0,0,57,0,1,Matches
738,Timmy Tillman,de GER,MF,LAFC,25,1999,27.5,1208,1155,45,27,8,7,35,14,1,0,0,0,1009,8,35,Matches
739,John Tolkin,us USA,DF,NY Red Bulls,21,2002,26.5,1463,1117,340,55,1,14,171,183,102,55,33,0,1074,6,22,Matches
740,Nouhou Tolo,cm CMR,DF,Seattle Sounders,26,1997,24.5,1383,1199,180,19,0,8,55,161,0,0,0,0,1151,4,24,Matches
741,Ervin Torres,us USA,MF,Austin,16,2007,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
742,Facundo Torres,uy URU,FWMF,Orlando City,23,2000,29.3,1469,1427,32,5,2,2,94,14,7,3,1,0,1198,10,42,Matches
743,Tomas Totland,no NOR,DF,St. Louis,25,1998,27.6,1230,965,257,15,0,4,79,242,0,0,0,0,891,8,30,Matches
744,Mason Toye,us USA,FWMF,Portland Timbers,25,1998,1.6,16,15,1,0,0,0,3,0,0,0,0,0,12,0,1,Matches
745,Mason Toye,us USA,FWMF,CF Montréal,25,1998,5.3,116,110,6,0,0,2,6,1,0,0,0,0,83,0,8,Matches
746,Wil Trapp,us USA,MF,Minnesota Utd,31,1993,25.5,1198,1168,28,24,3,5,19,1,2,2,0,0,1008,2,11,Matches
747,Jackson Travis,us USA,DF,Colorado Rapids,19,2004,5.4,283,241,39,1,0,0,5,38,0,0,0,0,222,3,9,Matches
748,Niko Tsakiris,us USA,MF,SJ Earthquakes,18,2005,16.3,700,676,23,20,5,1,10,3,0,0,0,0,586,1,12,Matches
749,Yutaro Tsukada,jp JPN,FW,Orlando City,22,2001,0.2,13,12,0,0,0,0,1,0,0,0,0,0,9,1,1,Matches
750,Garrison Tubbs,us USA,DF,D.C. United,21,2002,6.1,249,241,8,4,0,0,1,4,0,0,0,0,218,0,2,Matches
Rk
751,Bill Tuiloma,nz NZL,DF,Charlotte,28,1995,2.2,145,140,5,5,1,2,0,0,0,0,0,0,112,0,0,Matches
752,Ema Twumasi,gh GHA,DF,FC Dallas,26,1997,13.1,643,526,115,12,2,1,10,103,0,0,0,0,545,2,14,Matches
753,Marinos Tzionis,cy CYP,FWMF,Sporting KC,22,2001,3.1,93,92,1,0,0,0,3,1,0,0,0,0,76,0,3,Matches
754,Mikael Uhre,dk DEN,FW,Philadelphia Union,29,1994,22.3,385,375,10,0,2,3,31,2,0,0,0,0,235,0,25,Matches
755,Jere Uronen,fi FIN,DF,Charlotte,29,1994,23.7,1268,995,268,23,0,5,80,213,32,26,5,0,1020,5,18,Matches
756,Júnior Urso,br BRA,MF,Charlotte,34,1989,11.4,402,392,7,6,0,1,3,0,0,0,0,0,326,3,7,Matches
757,Óscar Ustari,ar ARG,GK,Inter Miami,37,1986,1.0,48,35,12,3,0,0,0,0,0,0,0,0,42,1,0,Matches
758,Leo Väisänen,fi FIN,DF,Austin,26,1997,9.2,508,501,6,5,0,8,0,1,0,0,0,0,467,1,2,Matches
759,Jhojan Valencia,co COL,MF,Austin,27,1996,16.0,795,770,24,23,0,7,0,1,0,0,0,0,701,1,11,Matches
760,Omar Valencia,pa PAN,MF,NY Red Bulls,19,2004,0.0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
761,Zarek Valentin,pr PUR,DFMF,Minnesota Utd,32,1991,0.4,11,10,1,1,0,0,1,0,0,0,0,0,8,0,0,Matches
762,Gerardo Valenzuela,us USA,MFFW,FC Cincinnati,19,2004,10.7,383,359,24,10,4,2,18,1,7,3,2,0,314,0,11,Matches
763,Jefferson Valverde,ec ECU,DF,Houston Dynamo,24,1999,0.1,9,9,0,0,0,0,0,0,0,0,0,0,9,0,0,Matches
764,Dante Vanzeir,be BEL,FW,NY Red Bulls,25,1998,23.1,445,433,9,0,5,4,29,1,0,0,0,0,271,3,27,Matches
765,Alenis Vargas,hn HON,FW,Sporting KC,20,2003,7.0,163,154,8,0,0,1,18,6,0,0,0,0,115,1,9,Matches
766,Kerwin Vargas,co COL,FW,Charlotte,22,2002,27.3,812,776,32,6,4,5,99,9,17,5,6,1,591,4,26,Matches
767,Obed Vargas,mx MEX,MFFW,Seattle Sounders,18,2005,28.2,1211,1180,28,16,4,4,18,11,0,0,0,0,1013,3,34,Matches
768,Indiana Vassilev,us USA,MFFW,St. Louis,22,2001,20.4,693,591,100,22,0,5,99,17,51,21,23,0,507,2,23,Matches
769,Alan Velasco,ar ARG,FWMF,FC Dallas,21,2002,4.1,160,150,9,1,0,1,3,3,2,1,0,0,112,1,9,Matches
770,Brayan Vera,co COL,DF,Real Salt Lake,25,1999,23.4,1437,1328,105,74,3,45,58,5,26,21,4,0,1167,4,8,Matches
771,Oscar Verhoeven,us USA,DF,SJ Earthquakes,17,2006,4.5,203,174,28,3,1,0,5,25,0,0,0,0,159,1,2,Matches
772,Ranko Veselinović,rs SRB,DF,Vancouver W'caps,24,1999,30.7,1577,1520,53,44,1,1,0,1,0,0,0,0,1446,4,2,Matches
773,Jules-Anthony Vilsaint,ca CAN,MFFW,CF Montréal,21,2003,9.3,218,213,5,0,1,1,3,3,0,0,0,0,169,0,7,Matches
774,Sam Vines,us USA,DF,Colorado Rapids,24,1999,24.1,1430,1210,216,20,0,5,52,196,0,0,0,0,1157,4,18,Matches
775,Pedro Vite,ec ECU,MF,Vancouver W'caps,21,2002,22.4,1283,1244,39,25,3,16,18,9,3,3,0,0,1112,0,20,Matches
Rk
776,Robert Voloder,ba BIH,DF,Sporting KC,22,2001,19.6,1041,1018,20,14,1,6,1,1,0,0,0,0,887,3,8,Matches
777,Giacomo Vrioni,al ALB,FW,NE Revolution,25,1998,24.8,308,257,49,0,1,0,1,0,0,0,0,0,201,2,10,Matches
778,Kai Wagner,de GER,DF,Philadelphia Union,26,1997,32.3,1979,1507,456,110,2,34,297,195,151,79,36,9,1437,16,37,Matches
