ranker,player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
58,Chidozie Awaziem,ng NGA,DF,FC Cincinnati,27,1997,5.9,6,1.01,5,0,0,1,0,0,2,0.34,2,0,0,0,0,0,Matches
59,David Ayala,ar ARG,MF,Portland Timbers,21,2002,16.3,29,1.78,25,0,2,0,0,2,1,0.06,1,0,0,0,0,0,Matches
60,Hugo Bacharach,es ESP,DF,Minnesota Utd,22,2001,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
61,Dominique Badji,sn SEN,MFFW,D.C. United,31,1992,3.3,4,1.20,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
62,Corey Baird,us USA,FWMF,FC Cincinnati,28,1996,10.6,30,2.84,25,0,0,4,1,0,3,0.28,2,0,0,1,0,0,Matches
63,Esmir Bajraktarevic,ba BIH,FWMF,NE Revolution,18,2005,22.0,77,3.49,47,9,6,6,5,4,6,0.27,4,1,0,0,1,0,Matches
64,Cody Baker,us USA,DFMF,Seattle Sounders,20,2004,5.3,12,2.25,12,0,0,0,0,0,3,0.56,3,0,0,0,0,0,Matches
65,Reed Baker-Whiting,us USA,DFFW,Seattle Sounders,18,2005,8.7,21,2.40,16,1,1,0,3,0,0,0.00,0,0,0,0,0,0,Matches
66,Monsef Bakrar,dz ALG,FW,NYCFC,23,2001,15.0,41,2.73,22,0,7,7,2,3,4,0.27,1,0,2,0,1,0,Matches
67,Michael Baldisimo,ph PHI,MF,SJ Earthquakes,23,2000,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68,Fidel Barajas,mx MEX,FW,Real Salt Lake,17,2006,6.3,15,2.39,12,1,0,2,0,0,2,0.32,2,0,0,0,0,0,Matches
69,Tai Baribo,il ISR,FW,Philadelphia Union,26,1998,15.7,37,2.36,28,0,1,5,0,3,3,0.19,2,0,0,1,0,0,Matches
70,Tom Barlow,us USA,FWMF,Chicago Fire,28,1995,8.3,14,1.68,11,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
71,Luis Barraza,us USA,GK,NYCFC,27,1996,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Lucas Bartlett,us USA,DF,D.C. United,26,1997,30.4,33,1.08,26,2,0,4,1,0,6,0.20,6,0,0,0,0,0,Matches
73,Ethan Bartlow,us USA,DF,Houston Dynamo,23,2000,9.5,3,0.32,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
74,Cole Bassett,us USA,MFFW,Colorado Rapids,22,2001,28.5,91,3.19,72,1,3,11,1,3,14,0.49,11,0,0,2,0,1,Matches
75,Amine Bassi,fr FRA,MF,Houston Dynamo,26,1997,28.1,156,5.55,117,27,1,7,3,1,13,0.46,8,3,1,0,1,0,Matches
Rk
76,Zorhan Bassong,ca CAN,DFMF,Sporting KC,24,1999,13.9,38,2.74,32,1,1,0,3,1,3,0.22,3,0,0,0,0,0,Matches
77,Josh Bauer,us USA,DF,Nashville SC,25,1998,20.7,11,0.53,10,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
78,Tanner Beason,us USA,DF,SJ Earthquakes,26,1997,18.1,11,0.61,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
79,Adam Beaudry,us USA,GK,Colorado Rapids,17,2006,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
80,Gavin Beavers,us USA,GK,Real Salt Lake,18,2005,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
81,Simon Becher,us USA,FW,St. Louis,24,1999,6.1,13,2.14,10,0,0,0,3,0,1,0.16,0,0,0,0,1,0,Matches
82,Alejandro Bedoya,us USA,MF,Philadelphia Union,36,1987,16.2,50,3.09,45,1,1,3,0,0,5,0.31,5,0,0,0,0,0,Matches
83,Jon Bell,jm JAM,DF,Seattle Sounders,26,1997,5.4,1,0.18,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Matthew Bell,jm JAM,FW,Real Salt Lake,21,2002,0.2,4,18.00,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Ben Bender,us USA,MFFW,Charlotte,22,2001,2.2,5,2.31,5,0,0,0,0,0,1,0.46,1,0,0,0,0,0,Matches
86,Christian Benteke,be BEL,FW,D.C. United,33,1990,28.8,77,2.67,53,1,4,14,5,0,10,0.35,5,0,1,3,1,0,Matches
87,Nimfasha Berchimas,us USA,FWMF,Charlotte,15,2008,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
88,Sebastian Berhalter,us USA,MFDF,Vancouver W'caps,22,2001,20.7,88,4.24,55,24,2,6,1,0,7,0.34,6,0,0,1,0,0,Matches
89,Federico Bernardeschi,it ITA,DFMF,Toronto FC,29,1994,27.3,137,5.02,85,18,19,8,5,2,16,0.59,8,1,2,3,1,1,Matches
90,Miguel Berry,es ESP,FW,LA Galaxy,26,1997,9.2,22,2.40,21,0,0,0,1,0,3,0.33,3,0,0,0,0,0,Matches
91,Pep Biel,es ESP,FWMF,Charlotte,27,1996,6.8,27,3.96,22,2,1,2,0,0,4,0.59,4,0,0,0,0,0,Matches
92,Alessandro Biello,ca CAN,MF,CF Montréal,17,2006,0.2,1,5.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
93,Steve Birnbaum,us USA,DF,D.C. United,33,1991,3.8,4,1.04,3,0,1,0,0,0,1,0.26,1,0,0,0,0,0,Matches
94,Guilherme Biro,br BRA,DF,Austin,23,2000,25.4,36,1.42,31,1,1,1,2,0,3,0.12,2,0,0,0,1,0,Matches
95,Tristan Blackmon,us USA,DF,Vancouver W'caps,27,1996,21.0,27,1.29,18,6,1,1,1,0,1,0.05,1,0,0,0,0,0,Matches
96,Andre Blake,jm JAM,GK,Philadelphia Union,33,1990,12.4,1,0.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
97,Latif Blessing,gh GHA,FWMF,Houston Dynamo,27,1996,11.0,24,2.19,21,0,1,0,1,1,3,0.27,1,0,0,0,1,1,Matches
98,Njabulo Blom,za RSA,MF,St. Louis,24,1999,9.7,17,1.75,14,1,0,0,1,1,1,0.10,1,0,0,0,0,0,Matches
99,Emmanuel Boateng,gh GHA,FW,NE Revolution,30,1994,7.8,18,2.29,17,0,0,1,0,0,2,0.25,2,0,0,0,0,0,Matches
100,Isaac Boehmer,us USA,GK,Vancouver W'caps,22,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk
101,Mateusz Bogusz,pl POL,FW,LAFC,22,2001,29.0,121,4.17,67,27,6,11,7,3,10,0.34,7,1,0,1,1,0,Matches
102,Moïse Bombito,ca CAN,DF,Colorado Rapids,23,2000,17.2,14,0.81,11,0,0,2,1,0,1,0.06,1,0,0,0,0,0,Matches
103,Alex Bono,us USA,GK,D.C. United,29,1994,29.0,7,0.24,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
104,Shanyder Borgelin,ht HAI,FWMF,Inter Miami,22,2001,1.5,2,1.31,0,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
105,Dylan Borrero,co COL,FWMF,NE Revolution,22,2002,10.5,31,2.96,25,0,1,5,0,0,3,0.29,3,0,0,0,0,0,Matches
106,Denis Bouanga,ga GAB,FW,LAFC,29,1994,30.6,156,5.10,73,12,38,22,10,1,28,0.92,12,0,8,2,5,1,Matches
107,Ousseni Bouda,bf BFA,FW,SJ Earthquakes,23,2000,4.2,4,0.97,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
108,Aaron Boupendza,ga GAB,FWMF,FC Cincinnati,27,1996,6.1,11,1.79,8,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
109,Giuseppe Bovalina,au AUS,DFFW,Vancouver W'caps,19,2004,1.9,5,2.60,3,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
110,Michael Boxall,nz NZL,DF,Minnesota Utd,35,1988,31.5,23,0.73,19,0,1,1,0,2,3,0.10,2,0,0,1,0,0,Matches
111,Tyler Boyd,us USA,FWMF,Nashville SC,29,1994,12.6,34,2.71,25,0,2,3,3,1,6,0.48,4,0,0,0,1,1,Matches
112,Christopher Brady,us USA,GK,Chicago Fire,19,2004,33.0,4,0.12,4,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
113,Alejandro Bran,cr CRC,MF,Minnesota Utd,22,2001,4.8,6,1.26,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
114,Claudio Bravo,ar ARG,DF,Portland Timbers,26,1997,17.7,33,1.87,22,5,0,2,1,3,3,0.17,3,0,0,0,0,0,Matches
115,David Brekalo,si SVN,DF,Orlando City,25,1998,12.6,8,0.64,6,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
116,Luke Brennan,us USA,FWDF,Atlanta Utd,18,2005,1.7,4,2.40,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
117,Sebastian Breza,ca CAN,GK,CF Montréal,25,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
118,Yannick Bright,it ITA,MF,Inter Miami,22,2001,15.6,24,1.53,21,0,0,0,1,2,5,0.32,5,0,0,0,0,0,Matches
119,Andrew Brody,us USA,DF,Real Salt Lake,28,1995,23.4,34,1.45,33,0,1,0,0,0,2,0.09,2,0,0,0,0,0,Matches
120,Brandt Bronico,us USA,MF,Charlotte,28,1995,19.3,35,1.82,29,1,2,1,1,1,7,0.36,4,1,0,1,0,1,Matches
121,Lachlan Brook,au AUS,FW,Real Salt Lake,22,2001,2.6,7,2.69,7,0,0,0,0,0,1,0.38,1,0,0,0,0,0,Matches
122,Javain Brown,jm JAM,DF,Vancouver W'caps,24,1999,10.8,16,1.49,11,2,0,2,1,0,1,0.09,1,0,0,0,0,0,Matches
123,Javain Brown,jm JAM,DF,Real Salt Lake,24,1999,3.7,4,1.08,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
124,Gastón Brugman,uy URU,MF,LA Galaxy,31,1992,13.2,39,2.96,31,2,0,2,3,1,4,0.30,3,1,0,0,0,0,Matches
125,Pavel Bucha,cz CZE,MF,FC Cincinnati,25,1998,32.4,69,2.13,60,0,4,4,1,0,9,0.28,8,0,0,1,0,0,Matches
Rk
126,Noel Buck,eng ENG,MFFW,NE Revolution,18,2005,6.0,12,2.01,11,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
127,Dawid Bugaj,pl POL,DF,CF Montréal,19,2004,1.8,2,1.13,2,0,0,0,0,0,1,0.56,1,0,0,0,0,0,Matches
128,Osman Bukari,gh GHA,FWMF,Austin,25,1998,6.8,29,4.26,22,0,5,0,1,1,4,0.59,3,0,1,0,0,0,Matches
129,Teal Bunbury,us USA,FW,Nashville SC,33,1990,12.8,18,1.41,16,0,0,2,0,0,2,0.16,2,0,0,0,0,0,Matches
130,Cory Burke,jm JAM,FW,NY Red Bulls,32,1991,3.3,8,2.40,3,0,2,1,1,1,1,0.30,1,0,0,0,0,0,Matches
131,Roman Bürki,ch SUI,GK,St. Louis,33,1990,31.3,10,0.32,7,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
132,Evan Bush,us USA,GK,Columbus Crew,37,1986,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
133,Sergio Busquets,es ESP,MFDF,Inter Miami,35,1988,27.6,46,1.67,41,2,1,0,0,2,12,0.43,10,2,0,0,0,0,Matches
134,Brandon Bye,us USA,DF,NE Revolution,28,1995,8.7,11,1.26,11,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
135,Nathan Byrne,eng ENG,DF,Charlotte,31,1992,31.0,51,1.65,48,0,1,0,1,1,4,0.13,4,0,0,0,0,0,Matches
136,Kevin Cabral,fr FRA,FWMF,Colorado Rapids,24,1999,14.5,35,2.41,25,0,2,2,6,0,6,0.41,4,0,0,0,2,0,Matches
137,Martín Cáceres,uy URU,DF,LA Galaxy,36,1987,11.9,5,0.42,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
138,Deiber Caicedo,co COL,FWDF,Vancouver W'caps,23,2000,1.4,8,5.67,5,0,0,2,1,0,0,0.00,0,0,0,0,0,0,Matches
139,Noel Caliskan,de GER,MF,Real Salt Lake,23,2000,2.2,5,2.23,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
140,Drake Callender,us USA,GK,Inter Miami,26,1997,32.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
141,Rudy Camacho,fr FRA,DF,Columbus Crew,32,1991,25.7,19,0.74,14,1,0,3,0,1,1,0.04,1,0,0,0,0,0,Matches
142,Brandon Cambridge,us USA,FW,Charlotte,21,2002,0.3,1,3.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
143,Leonardo Campana,ec ECU,FW,Inter Miami,23,2000,14.2,25,1.76,16,0,2,6,1,0,8,0.56,5,0,0,3,0,0,Matches
144,George Campbell,us USA,DF,CF Montréal,22,2001,24.4,23,0.94,21,0,0,0,1,1,6,0.25,4,0,0,0,1,1,Matches
145,Omar Campos,mx MEX,DFMF,LAFC,21,2002,17.9,51,2.85,41,3,3,1,2,1,5,0.28,4,0,0,0,1,0,Matches
146,Reggie Cannon,us USA,DF,Colorado Rapids,25,1998,3.8,4,1.05,3,0,1,0,0,0,1,0.26,1,0,0,0,0,0,Matches
147,Russell Canouse,us USA,MFDF,D.C. United,28,1995,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
148,Felipe Carballo,uy URU,MF,NY Red Bulls,27,1996,5.0,8,1.61,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
149,Nathan Cardoso,br BRA,DF,Seattle Sounders,28,1995,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
150,Wikelman Carmona,ve VEN,MFFW,NY Red Bulls,20,2003,17.7,61,3.45,46,6,3,2,1,3,3,0.17,2,0,0,1,0,0,Matches
Rk
151,Julián Carranza,ar ARG,FW,Philadelphia Union,23,2000,11.9,33,2.77,19,0,2,6,5,1,3,0.25,1,0,0,0,2,0,Matches
152,Adalberto Carrasquilla,pa PAN,FWMF,Houston Dynamo,25,1998,25.5,88,3.45,74,3,5,1,4,1,8,0.31,7,1,0,0,0,0,Matches
153,Wilder Cartagena,pe PER,MFDF,Orlando City,29,1994,24.4,36,1.48,28,0,2,2,0,4,2,0.08,2,0,0,0,0,0,Matches
154,Javier Casas,us USA,MF,Chicago Fire,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Julio Cascante,cr CRC,DF,Austin,30,1993,20.7,14,0.67,14,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
156,Robert Castellanos,us USA,DF,Sporting KC,25,1998,11.5,6,0.52,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
157,Roman Celentano,us USA,GK,FC Cincinnati,23,2000,30.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
158,Edwin Cerrillo,us USA,MF,LA Galaxy,23,2000,23.1,18,0.78,16,0,0,0,0,2,1,0.04,1,0,0,0,0,0,Matches
159,Dylan Chambost,fr FRA,MFFW,Columbus Crew,26,1997,6.1,29,4.73,23,5,0,0,0,1,6,0.98,3,2,0,0,0,1,Matches
160,Tomás Chancalay,ar ARG,FW,NE Revolution,25,1999,10.3,28,2.71,20,0,5,3,0,0,1,0.10,1,0,0,0,0,0,Matches
161,Maikel Chang,cu CUB,FWMF,Real Salt Lake,32,1991,4.1,21,5.12,13,4,1,1,2,0,3,0.73,3,0,0,0,0,0,Matches
162,Maxime Chanot,lu LUX,DF,LAFC,34,1989,14.8,9,0.61,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
163,Diego Chará,co COL,MF,Portland Timbers,37,1986,26.9,46,1.71,40,0,0,0,5,1,4,0.15,4,0,0,0,0,0,Matches
164,Gabriel Chaves,br BRA,FW,LA Galaxy,22,2001,30.3,124,4.09,84,5,14,14,5,2,24,0.79,15,0,3,6,0,0,Matches
165,Yevhen Cheberko,ua UKR,DF,Columbus Crew,26,1998,18.8,14,0.75,13,0,0,1,0,0,3,0.16,3,0,0,0,0,0,Matches
166,Mathieu Choiniere,ca CAN,MF,CF Montréal,24,1999,16.6,44,2.65,29,12,0,1,1,1,4,0.24,2,1,0,0,1,0,Matches
167,Léo Chú,br BRA,FWMF,Seattle Sounders,23,2000,7.9,21,2.64,18,1,1,0,1,0,2,0.25,2,0,0,0,0,0,Matches
168,Caden Clark,us USA,DFFW,Minnesota Utd,20,2003,11.5,21,1.83,18,0,3,0,0,0,2,0.17,2,0,0,0,0,0,Matches
169,Caden Clark,us USA,MF,CF Montréal,20,2003,7.4,32,4.30,28,0,2,1,1,0,5,0.67,4,0,1,0,0,0,Matches
170,Steve Clark,us USA,GK,Houston Dynamo,37,1986,30.8,4,0.13,3,1,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
171,Noah Cobb,us USA,DF,Atlanta Utd,18,2005,15.0,6,0.40,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
172,Matías Cóccaro,uy URU,FWMF,CF Montréal,26,1997,10.0,32,3.17,17,0,3,5,5,2,5,0.50,1,0,0,1,2,1,Matches
173,Alonso Coello,es ESP,MF,Toronto FC,24,1999,17.0,50,2.94,45,0,2,1,1,1,8,0.47,7,0,0,1,0,0,Matches
174,Josh Cohen,us USA,GK,Atlanta Utd,31,1992,2.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
175,Enzo Copetti,ar ARG,FW,Charlotte,28,1996,5.5,15,2.73,10,0,3,1,0,1,1,0.18,0,0,1,0,0,0,Matches
Rk
176,Gabriele Corbo,it ITA,DF,CF Montréal,24,2000,19.2,21,1.10,19,0,0,2,0,0,1,0.05,1,0,0,0,0,0,Matches
177,Carlos Coronel,py PAR,GK,NY Red Bulls,27,1996,27.0,3,0.11,1,2,0,0,0,0,1,0.04,1,0,0,0,0,0,Matches
178,Vitor Costa,br BRA,DF,SJ Earthquakes,29,1994,23.3,37,1.58,26,4,3,3,0,1,5,0.21,3,0,1,1,0,0,Matches
179,Ben Cremaschi,us USA,MF,Inter Miami,18,2005,12.7,22,1.73,21,0,0,0,1,0,4,0.32,3,0,0,0,1,0,Matches
