ranker,player,nationality,position,team,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,matches
180,Maxime Crépeau,ca CAN,GK,Portland Timbers,29,1994,19.5,3,0.15,1,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
181,Matt Crooks,eng ENG,MF,Real Salt Lake,30,1994,20.9,56,2.68,50,0,3,0,0,3,8,0.38,7,0,1,0,0,0,Matches
182,Andrés Cubas,py PAR,MF,Vancouver W'caps,27,1996,21.5,21,0.98,21,0,0,0,0,0,4,0.19,4,0,0,0,0,0,Matches
183,Cucho,co COL,FWMF,Columbus Crew,24,1999,23.5,134,5.70,97,0,16,11,5,5,16,0.68,13,0,1,1,0,1,Matches
184,Mauricio Cuevas,us USA,DFFW,LA Galaxy,20,2003,3.7,8,2.18,6,1,1,0,0,0,2,0.54,1,0,1,0,0,0,Matches
185,Hugo Cuypers,be BEL,FW,Chicago Fire,26,1997,29.1,75,2.58,58,0,6,7,1,3,5,0.17,3,0,0,1,0,1,Matches
186,Rafael Czichos,de GER,DF,Chicago Fire,33,1990,26.0,26,1.00,18,0,1,4,2,1,4,0.15,2,0,0,1,1,0,Matches
187,Cristián Dajome,co COL,DFFW,D.C. United,30,1994,22.5,62,2.76,46,1,3,7,4,1,5,0.22,4,0,0,0,0,1,Matches
188,Dagur Dan Þórhallsson,is ISL,DF,Orlando City,23,2000,26.8,56,2.09,39,3,4,6,3,1,7,0.26,5,0,2,0,0,0,Matches
189,Daniel,br BRA,GK,SJ Earthquakes,29,1994,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
190,Jesús Daniel Bueno,ve VEN,MF,Philadelphia Union,24,1999,6.9,14,2.01,6,3,1,1,1,2,0,0.00,0,0,0,0,0,0,Matches
191,Héctor David Martínez,py PAR,DF,Inter Miami,26,1998,3.1,4,1.29,4,0,0,0,0,0,2,0.64,2,0,0,0,0,0,Matches
192,Juan David Mosquera,co COL,DF,Portland Timbers,21,2002,30.9,87,2.82,75,2,5,2,3,0,9,0.29,7,0,1,1,0,0,Matches
193,Jesús David Murillo,co COL,DF,LAFC,29,1994,18.8,16,0.85,13,1,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
194,Bode Davis,us USA,DFFW,Real Salt Lake,21,2002,16.2,39,2.41,29,4,1,2,2,1,2,0.12,2,0,0,0,0,0,Matches
195,Jake Davis,us USA,DFMF,Sporting KC,22,2002,24.7,58,2.35,48,4,3,1,0,2,12,0.49,8,0,2,1,0,1,Matches
196,Sean Davis,us USA,MF,Nashville SC,30,1993,15.1,22,1.46,20,1,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches
197,Pedro De la Vega,ar ARG,FWMF,Seattle Sounders,22,2001,7.2,19,2.62,9,3,2,3,2,0,0,0.00,0,0,0,0,0,0,Matches
198,Jonathan Dean,us USA,DF,Chicago Fire,26,1997,12.3,17,1.38,16,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
199,Brecht Dejaegere,be BEL,FWMF,Charlotte,32,1991,10.2,22,2.16,19,1,1,0,1,0,1,0.10,1,0,0,0,0,0,Matches
200,Marky Delgado,us USA,MF,LA Galaxy,28,1995,27.4,90,3.29,85,1,1,2,1,0,8,0.29,7,0,0,1,0,0,Matches
Rk
201,Patrickson Delgado,ec ECU,MF,FC Dallas,20,2003,12.9,37,2.88,26,5,0,2,1,3,3,0.23,2,1,0,0,0,0,Matches
202,Mikkel Desler,dk DEN,DF,Austin,28,1995,5.4,9,1.66,9,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
203,Lamine Diack,sn SEN,FWMF,Colorado Rapids,23,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
204,Djibril Diani,fr FRA,MF,Charlotte,25,1998,19.8,51,2.58,40,0,4,1,2,4,5,0.25,4,0,0,0,1,0,Matches
205,Marcos Dias,br BRA,FW,NE Revolution,22,2001,0.0,1,22.50,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
206,Jefferson Díaz,co COL,DF,Minnesota Utd,23,2000,8.9,4,0.45,2,1,0,0,0,1,1,0.11,1,0,0,0,0,0,Matches
207,Ronald Donkor,ml MLI,MFDF,NY Red Bulls,19,2004,10.4,25,2.39,23,0,2,0,0,0,1,0.10,1,0,0,0,0,0,Matches
208,Christopher Donovan,us USA,FWMF,Philadelphia Union,23,2000,4.2,12,2.85,9,0,3,0,0,0,1,0.24,1,0,0,0,0,0,Matches
209,Griffin Dorsey,us USA,DF,Houston Dynamo,24,1999,29.5,71,2.41,58,3,1,3,5,1,6,0.20,5,0,0,1,0,0,Matches
210,C.J. dos Santos,us USA,GK,Inter Miami,23,2000,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
211,Hassani Dotson,us USA,MF,Minnesota Utd,26,1997,25.0,73,2.92,55,1,7,7,1,2,11,0.44,7,0,2,2,0,0,Matches
212,Sebastián Driussi,ar ARG,MFFW,Austin,27,1996,25.1,76,3.03,57,3,7,2,4,3,7,0.28,6,0,0,0,0,1,Matches
213,Erik Duenas,us USA,MF,LAFC,19,2004,4.3,15,3.49,10,0,0,1,2,2,1,0.23,1,0,0,0,0,0,Matches
214,Morris Duggan,de GER,DF,Minnesota Utd,23,2000,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
215,Bryce Duke,us USA,MF,CF Montréal,22,2001,23.8,86,3.62,65,7,3,4,6,1,8,0.34,5,2,0,0,1,0,Matches
216,Kyle Duncan,us USA,DF,NY Red Bulls,26,1997,14.3,22,1.54,19,2,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches
217,Chris Durkin,us USA,MF,St. Louis,23,2000,25.1,58,2.31,46,0,4,1,5,2,4,0.16,4,0,0,0,0,0,Matches
218,Nikolas Dyhr,dk DEN,DF,St. Louis,22,2001,1.5,2,1.30,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
219,Jeremy Ebobisse,us USA,FW,SJ Earthquakes,26,1997,21.5,59,2.75,47,0,0,7,4,1,9,0.42,5,0,0,3,1,0,Matches
220,Daniel Edelman,us USA,MF,NY Red Bulls,20,2003,28.0,63,2.25,56,0,0,1,5,1,3,0.11,3,0,0,0,0,0,Matches
221,Earl Edwards Jr.,us USA,GK,NE Revolution,32,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
222,Matthew Edwards,us USA,DF,Atlanta Utd,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
223,Michael Edwards,us USA,DF,Colorado Rapids,23,2000,2.3,1,0.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
224,Raheem Edwards,ca CAN,DFMF,CF Montréal,28,1995,17.2,42,2.44,31,4,3,0,3,1,5,0.29,5,0,0,0,0,0,Matches
225,Noah Eile,se SWE,DF,NY Red Bulls,21,2002,26.9,34,1.27,29,0,1,1,1,2,5,0.19,5,0,0,0,0,0,Matches
Rk
226,Piero Elias,us USA,FW,NYCFC,21,2002,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
227,Jack Elliott,eng ENG,DF,Philadelphia Union,28,1995,26.6,20,0.75,15,0,0,5,0,0,4,0.15,2,0,0,2,0,0,Matches
228,Herbert Endeley,us USA,MFDF,FC Dallas,22,2001,1.3,5,3.98,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
229,Emeka Eneli,us USA,MF,Real Salt Lake,24,1999,29.6,57,1.92,49,0,1,1,3,3,6,0.20,4,0,0,1,1,0,Matches
230,Lawrence Ennali,de GER,FW,Houston Dynamo,21,2002,0.5,3,5.51,1,0,2,0,0,0,1,1.84,0,0,1,0,0,0,Matches
231,Boris Enow,cm CMR,MF,D.C. United,23,2000,3.4,4,1.19,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
232,Ramiro Enrique,ar ARG,FW,Orlando City,22,2001,12.0,39,3.24,27,0,5,2,4,1,4,0.33,3,0,0,0,1,0,Matches
233,Victor Enriquez,,MF,Portland Timbers,,,0.1,2,30.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
234,Victor Eriksson,se SWE,DF,Minnesota Utd,23,2000,1.8,1,0.55,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
235,Franco Escobar,ar ARG,DF,Houston Dynamo,28,1995,20.2,27,1.34,23,0,0,1,1,2,3,0.15,3,0,0,0,0,0,Matches
236,Cristian Espinoza,ar ARG,FWMF,SJ Earthquakes,28,1995,33.0,177,5.36,98,56,11,8,4,0,17,0.52,10,4,2,1,0,0,Matches
237,Derrick Etienne,ht HAI,MFFW,Toronto FC,27,1996,18.3,41,2.24,33,0,2,3,3,0,0,0.00,0,0,0,0,0,0,Matches
238,Derrick Etienne,ht HAI,FWMF,Atlanta Utd,27,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
239,Evander,br BRA,MF,Portland Timbers,25,1998,27.3,168,6.15,93,41,9,13,12,0,23,0.84,18,2,0,1,2,0,Matches
240,Diego Fagúndez,uy URU,FWMF,LA Galaxy,28,1995,18.6,71,3.83,46,18,2,1,4,0,7,0.38,6,0,0,0,1,0,Matches
241,Marco Farfan,us USA,DF,FC Dallas,25,1998,22.5,19,0.84,12,4,0,1,2,0,5,0.22,4,0,0,1,0,0,Matches
242,Bryant Farkarlun,lr LBR,FW,Austin,22,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
243,Andrew Farrell,us USA,DFMF,NE Revolution,31,1992,6.1,13,2.12,13,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
244,Logan Farrington,us USA,FWMF,FC Dallas,22,2001,13.6,55,4.05,31,0,4,11,6,3,11,0.81,8,0,0,2,0,1,Matches
245,Mohamed Farsi,dz ALG,DF,Columbus Crew,24,1999,20.8,55,2.65,51,0,1,0,3,0,8,0.38,6,0,0,0,2,0,Matches
246,Felipe,br BRA,MFFW,Orlando City,33,1990,3.9,8,2.03,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
247,Joaquín Fernández,es ESP,DF,Sporting KC,27,1996,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
248,Julián Fernández,ar ARG,FWMF,NYCFC,20,2004,7.5,26,3.47,17,3,2,3,1,0,3,0.40,1,1,0,1,0,0,Matches
249,Omir Fernandez,us USA,FWMF,Colorado Rapids,24,1999,18.8,49,2.61,39,1,2,2,5,0,9,0.48,6,0,0,1,2,0,Matches
250,Jesús Ferreira,us USA,MFFW,FC Dallas,23,2000,14.7,62,4.22,45,12,0,5,0,0,6,0.41,4,2,0,0,0,0,Matches
Rk
251,Sebastián Ferreira,py PAR,FW,Houston Dynamo,25,1998,8.0,23,2.86,14,0,1,8,0,0,5,0.62,3,0,0,2,0,0,Matches
252,Ethan Finlay,us USA,FWMF,Austin,33,1990,9.2,8,0.87,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
253,Nicolas Firmino,us USA,FWMF,Atlanta Utd,23,2001,1.8,6,3.27,4,0,0,0,2,0,1,0.55,1,0,0,0,0,0,Matches
254,Leon Flach,us USA,MF,Philadelphia Union,22,2001,20.3,33,1.63,26,0,0,4,2,1,5,0.25,3,0,0,2,0,0,Matches
255,Kristian Fletcher,us USA,FWMF,D.C. United,18,2005,2.7,8,2.91,6,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
256,Nicolas Fleuriau,ca CAN,DFFW,Vancouver W'caps,21,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
257,Deybi Flores,hn HON,MF,Toronto FC,27,1996,23.2,28,1.21,23,0,0,3,0,2,3,0.13,3,0,0,0,0,0,Matches
258,CJ Fodrey,us USA,FWMF,Austin,19,2004,2.2,6,2.73,4,0,2,0,0,0,1,0.45,1,0,0,0,0,0,Matches
259,Nathan Fogaça,br BRA,FWMF,Portland Timbers,24,1999,2.0,7,3.44,2,0,0,2,3,0,1,0.49,0,0,0,0,1,0,Matches
260,Andreu Fontàs,es ESP,DF,Sporting KC,34,1989,15.7,19,1.21,18,0,0,0,0,1,3,0.19,3,0,0,0,0,0,Matches
261,Emil Forsberg,se SWE,MF,NY Red Bulls,32,1991,15.1,73,4.85,48,6,5,4,8,2,8,0.53,6,0,1,0,1,0,Matches
262,Ajani Fortune,tt TRI,MFFW,Atlanta Utd,21,2002,14.5,28,1.93,23,0,3,2,0,0,3,0.21,3,0,0,0,0,0,Matches
263,Isaiah Foster,us USA,DF,FC Cincinnati,20,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
264,Franco Fragapane,ar ARG,MFFW,Minnesota Utd,30,1993,9.2,39,4.22,34,1,1,2,0,1,6,0.65,6,0,0,0,0,0,Matches
265,Kobe Franklin,ca CAN,DFMF,Toronto FC,20,2003,7.9,16,2.03,14,2,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
266,Liam Fraser,ca CAN,MF,FC Dallas,25,1998,15.3,23,1.50,21,0,0,0,1,1,4,0.26,4,0,0,0,0,0,Matches
267,Ian Fray,us USA,DF,Inter Miami,21,2002,7.3,11,1.52,8,0,1,0,1,1,2,0.28,1,0,0,0,1,0,Matches
268,Wayne Frederick,tt TRI,MF,Colorado Rapids,19,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
269,Alexander Freeman,us USA,DFMF,Orlando City,19,2004,0.1,2,20.00,1,0,0,1,0,0,1,10.00,0,0,0,1,0,0,Matches
270,Matt Freese,us USA,GK,NYCFC,25,1998,33.1,7,0.21,6,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
271,Stefan Frei,ch SUI,GK,Seattle Sounders,37,1986,27.4,4,0.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
272,Nicolás Freire,ar ARG,DF,Inter Miami,29,1994,8.2,4,0.49,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
273,Malcolm Fry,us USA,FW,NE Revolution,18,2005,0.3,1,2.90,0,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
274,Julian Gaines,us USA,DF,Nashville SC,21,2002,2.5,3,1.22,1,1,0,0,1,0,1,0.41,1,0,0,0,0,0,Matches
275,McKinze Gaines,us USA,FWMF,Houston Dynamo,25,1998,1.7,4,2.32,3,0,0,1,0,0,1,0.58,1,0,0,0,0,0,Matches
Rk
276,McKinze Gaines,us USA,MFDF,Nashville SC,25,1998,1.4,5,3.60,4,0,0,0,1,0,1,0.72,1,0,0,0,0,0,Matches
277,Jon Gallagher,ie IRL,DF,Austin,27,1996,29.6,53,1.79,41,5,3,1,2,1,4,0.14,4,0,0,0,0,0,Matches
278,Pedro Gallese,pe PER,GK,Orlando City,33,1990,29.0,4,0.14,2,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
279,Jeremy Garay,sv SLV,FW,D.C. United,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
280,Carlos Garcés,co COL,DF,LA Galaxy,22,2001,4.4,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
281,Chase Gasper,us USA,DF,Chicago Fire,28,1996,2.7,6,2.25,6,0,0,0,0,0,1,0.37,1,0,0,0,0,0,Matches
282,Ryan Gauld,sct SCO,FWMF,Vancouver W'caps,28,1995,27.3,141,5.17,91,37,2,5,3,3,22,0.81,16,3,0,3,0,0,Matches
283,Luka Gavran,ca CAN,GK,Toronto FC,23,2000,9.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
284,Dániel Gazdag,hu HUN,MFFW,Philadelphia Union,27,1996,27.8,98,3.53,76,1,2,10,5,4,9,0.32,5,0,1,0,2,1,Matches
285,Giorgos Giakoumakis,gr GRE,FW,Atlanta Utd,29,1994,8.0,16,2.00,9,0,0,4,3,0,5,0.62,3,0,0,0,2,0,Matches
286,Carles Gil,es ESP,MF,NE Revolution,31,1992,25.4,186,7.32,137,28,11,4,5,1,15,0.59,12,0,1,1,0,1,Matches
287,Nacho Gil,es ESP,FWMF,NE Revolution,28,1995,7.0,27,3.84,20,2,3,1,1,0,2,0.28,1,0,0,1,0,0,Matches
288,Gastón Giménez,py PAR,MF,Chicago Fire,32,1991,18.8,45,2.40,39,2,1,3,0,0,4,0.21,4,0,0,0,0,0,Matches
289,Nicholas Gioacchini,us USA,FWMF,FC Cincinnati,23,2000,4.8,5,1.04,1,0,0,0,4,0,2,0.42,0,0,0,0,2,0,Matches
290,Jake Girdwood-Reich,au AUS,MFFW,St. Louis,19,2004,1.7,1,0.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
291,Olivier Giroud,fr FRA,FW,LAFC,37,1986,6.7,14,2.08,11,1,0,2,0,0,2,0.30,2,0,0,0,0,0,Matches
292,Dennis Gjengaar,no NOR,MFFW,NY Red Bulls,19,2004,10.4,21,2.02,20,0,0,0,0,1,1,0.10,1,0,0,0,0,0,Matches
293,Justen Glad,us USA,DF,Real Salt Lake,26,1997,25.0,18,0.72,15,1,0,2,0,0,1,0.04,1,0,0,0,0,0,Matches
294,Omari Glasgow,gy GUY,MF,Chicago Fire,20,2003,0.4,1,2.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
295,Jakob Glesnes,no NOR,DF,Philadelphia Union,29,1994,31.2,36,1.16,29,1,1,4,1,0,4,0.13,2,1,0,1,0,0,Matches
296,Caden Glover,us USA,FW,St. Louis,16,2007,0.6,1,1.67,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
297,Aníbal Godoy,pa PAN,MF,Nashville SC,33,1990,16.6,39,2.35,32,1,0,2,2,2,5,0.30,5,0,0,0,0,0,Matches
298,Yeimar Gómez Andrade,co COL,DF,Seattle Sounders,31,1992,27.4,23,0.84,19,0,0,2,1,1,2,0.07,1,0,0,0,1,0,Matches
299,Carlos Gómez,co COL,FW,Real Salt Lake,21,2002,20.1,84,4.18,55,0,16,8,3,2,17,0.85,11,0,3,3,0,0,Matches
300,Diego Gómez,py PAR,FWMF,Inter Miami,20,2003,15.0,40,2.66,34,0,3,1,0,2,9,0.60,8,0,0,1,0,0,Matches
Rk
301,Nicksoen Gomis,fr FRA,DF,Toronto FC,21,2002,22.7,16,0.71,16,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
302,Diogo Gonçalves,pt POR,MFFW,Real Salt Lake,26,1997,6.1,28,4.57,16,10,0,1,0,1,2,0.33,1,1,0,0,0,0,Matches
303,Omar Gonzalez,us USA,DF,FC Dallas,35,1988,9.3,2,0.22,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
304,Zavier Gozo,us USA,FW,Real Salt Lake,16,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
305,Tayvon Gray,jm JAM,DF,NYCFC,21,2002,18.2,40,2.20,34,2,1,2,0,1,7,0.39,7,0,0,0,0,0,Matches
306,Ján Greguš,sk SVK,MF,Houston Dynamo,33,1991,4.2,6,1.42,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
307,Julian Gressel,us USA,MFFW,Inter Miami,30,1993,26.0,78,3.00,51,20,2,3,1,1,12,0.46,7,5,0,0,0,0,Matches
308,Carlos Gruezo,ec ECU,MF,SJ Earthquakes,28,1995,21.9,25,1.14,21,0,0,3,1,0,3,0.14,2,0,0,0,1,0,Matches
309,Brian Gutiérrez,us USA,MFFW,Chicago Fire,20,2003,26.4,96,3.64,73,4,9,5,3,2,7,0.27,6,0,0,0,1,0,Matches
310,Andrew Gutman,us USA,DF,Chicago Fire,27,1996,8.1,9,1.11,9,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
311,Brad Guzan,us USA,GK,Atlanta Utd,39,1984,31.7,6,0.19,4,2,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
312,Justin Haak,us USA,DFMF,NYCFC,22,2001,8.7,6,0.69,4,0,1,0,0,1,1,0.12,1,0,0,0,0,0,Matches
313,Taha Habroune,us USA,MF,Columbus Crew,17,2006,1.0,5,4.95,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
314,Teenage Hadebe,zw ZIM,DF,FC Cincinnati,28,1995,2.1,1,0.49,1,0,0,0,0,0,1,0.49,1,0,0,0,0,0,Matches
315,Nicholas Hagen,gt GUA,GK,Columbus Crew,27,1996,3.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
316,Nick Hagglund,us USA,DF,FC Cincinnati,31,1992,5.1,1,0.20,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
317,Maren Haile-Selassie,ch SUI,FWMF,Chicago Fire,24,1999,22.6,76,3.36,58,9,4,3,0,2,10,0.44,7,0,1,1,0,1,Matches
318,Belal Halbouni,sy SYR,DF,Vancouver W'caps,24,1999,1.9,2,1.07,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
319,Julian Hall,us USA,MFFW,NY Red Bulls,15,2008,1.8,10,5.63,7,0,2,0,1,0,3,1.69,1,0,2,0,0,0,Matches
320,Michael Halliday,us USA,DF,Orlando City,21,2003,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
321,Bret Halsey,us USA,DF,FC Cincinnati,23,2000,5.4,18,3.36,17,0,0,0,0,1,1,0.19,1,0,0,0,0,0,Matches
322,Ian Harkes,us USA,MF,NE Revolution,28,1995,17.8,37,2.07,32,1,0,1,3,0,4,0.22,4,0,0,0,0,0,Matches
323,Cameron Harper,us USA,MFDF,NY Red Bulls,22,2001,15.8,54,3.42,29,7,7,6,4,1,6,0.38,3,0,2,0,1,0,Matches
324,Nathan Harriel,us USA,DF,Philadelphia Union,22,2001,26.4,66,2.50,49,2,1,5,8,1,5,0.19,4,0,0,0,1,0,Matches
325,Calvin Harris,eng ENG,FW,Colorado Rapids,23,2000,16.9,44,2.60,28,0,3,4,7,2,6,0.35,3,0,0,1,2,0,Matches
Rk
326,Marcel Hartel,de GER,MFFW,St. Louis,28,1996,9.0,38,4.22,20,13,1,1,2,1,11,1.22,5,3,1,0,1,1,Matches
327,Carlos Harvey,pa PAN,DFMF,Minnesota Utd,23,2000,11.6,22,1.89,13,0,2,1,2,4,2,0.17,0,0,0,0,1,1,Matches
328,Thomas Hasal,ca CAN,GK,LAFC,24,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
329,Matt Hedges,us USA,DF,Austin,33,1990,9.7,3,0.31,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
330,Fabian Herbers,de GER,MF,Chicago Fire,30,1993,22.6,59,2.61,50,0,0,4,1,4,7,0.31,5,0,0,1,0,1,Matches
331,Jay Herdman,nz NZL,FW,Vancouver W'caps,19,2004,0.1,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
332,Felipe Hernandez,us USA,MF,Sporting KC,25,1998,4.2,4,0.95,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
333,Ronald Hernández,ve VEN,DF,Atlanta Utd,26,1997,7.9,7,0.89,6,1,0,0,0,0,2,0.25,2,0,0,0,0,0,Matches
334,Aaron Herrera,gt GUA,DF,D.C. United,26,1997,28.8,102,3.54,71,9,6,10,2,4,8,0.28,6,1,0,1,0,0,Matches
335,Héctor Herrera,mx MEX,MF,Houston Dynamo,33,1990,18.0,107,5.96,63,33,4,2,5,0,5,0.28,4,1,0,0,0,0,Matches
336,Marcelo Herrera,ar ARG,DF,Columbus Crew,25,1998,5.2,6,1.14,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
337,Kyle Hiebert,ca CAN,DF,St. Louis,26,1997,15.2,14,0.92,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
338,Brendan Hines-Ike,us USA,DF,Austin,29,1994,24.7,13,0.53,10,1,1,0,1,0,1,0.04,1,0,0,0,0,0,Matches
339,Marino Hinestroza,co COL,MFFW,Columbus Crew,21,2002,3.9,10,2.56,7,0,3,0,0,0,0,0.00,0,0,0,0,0,0,Matches
340,Bongokuhle Hlongwane,za RSA,FWDF,Minnesota Utd,23,2000,21.3,60,2.81,45,0,4,7,4,0,6,0.28,3,0,1,2,0,0,Matches
341,Ryan Hollingshead,us USA,DFMF,LAFC,32,1991,24.5,57,2.32,53,1,0,1,1,1,6,0.24,6,0,0,0,0,0,Matches
342,Jackson Hopkins,us USA,MF,D.C. United,19,2004,10.6,17,1.60,13,0,0,2,1,1,2,0.19,1,0,0,1,0,0,Matches
343,Jannes Horn,de GER,DF,St. Louis,26,1997,6.2,5,0.81,5,0,0,0,0,0,2,0.32,2,0,0,0,0,0,Matches
344,Sebastien Ibeagha,us USA,DF,FC Dallas,32,1992,31.0,24,0.77,21,2,0,0,1,0,1,0.03,1,0,0,0,0,0,Matches
345,Aliyu Ibrahim,ng NGA,FW,Houston Dynamo,22,2002,29.4,77,2.62,62,0,4,10,0,1,9,0.31,7,0,1,1,0,0,Matches
346,Sunusi Ibrahim,ng NGA,FWMF,CF Montréal,21,2002,11.2,31,2.77,27,1,1,1,0,1,2,0.18,1,0,0,1,0,0,Matches
347,Tega Ikoba,us USA,FWMF,Portland Timbers,20,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
348,Mitja Ilenič,si SVN,DF,NYCFC,19,2004,16.3,30,1.84,24,4,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
349,Asier Illarramendi,es ESP,MF,FC Dallas,33,1990,21.7,67,3.09,51,4,1,7,2,2,8,0.37,6,0,1,0,0,1,Matches
350,Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,27,1996,19.0,19,1.00,17,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk
351,Lorenzo Insigne,it ITA,MFFW,Toronto FC,32,1991,15.0,74,4.93,61,7,4,1,0,1,9,0.60,8,1,0,0,0,0,Matches
352,Clint Irwin,us USA,GK,Minnesota Utd,34,1989,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
353,Aljaž Ivačič,si SVN,GK,NE Revolution,30,1993,25.0,3,0.12,2,1,0,0,0,0,1,0.04,0,1,0,0,0,0,Matches
354,Ousman jabang,us USA,DF,CF Montréal,22,2001,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
355,Aziel Jackson,us USA,MF,Columbus Crew,22,2001,4.0,17,4.29,13,0,3,0,0,1,4,1.01,4,0,0,0,0,0,Matches
356,Aziel Jackson,us USA,FWMF,St. Louis,22,2001,8.9,31,3.48,13,9,3,3,3,0,2,0.22,0,1,0,0,1,0,Matches
357,Jacob Jackson,us USA,GK,SJ Earthquakes,23,2000,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
358,Robin Jansson,se SWE,DF,Orlando City,32,1991,29.6,13,0.44,12,0,0,1,0,0,2,0.07,1,0,0,1,0,0,Matches
359,Andres Jasson,us USA,MFFW,NYCFC,22,2002,1.7,4,2.29,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
360,Mohanad Jeahze,iq IRQ,MF,D.C. United,26,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
