ranker,player,nationality,position,team,age,birth_year,minutes_90s,goals,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,pens_made,pens_att,xg,npxg,npxg_per_shot,xg_net,npxg_net,matches
793,Bruno Wilson,pt POR,DF,SJ Earthquakes,27,1996,11.6,1,4,2,50.0,0.35,0.17,0.25,0.50,9.2,0,0,0,0.7,0.7,0.17,+0.3,+0.3,Matches
794,Henry Wingo,us USA,DF,Toronto FC,28,1995,1.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
795,Hannes Wolf,at AUT,FWMF,NYCFC,24,1999,28.4,5,45,19,42.2,1.58,0.67,0.11,0.26,16.0,2,0,0,4.7,4.7,0.10,+0.3,+0.3,Matches
796,Owen Wolff,us USA,FWMF,Austin,19,2004,19.8,1,15,2,13.3,0.76,0.10,0.07,0.50,16.7,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Matches
797,Tyler Wolff,us USA,FWMF,Atlanta Utd,20,2003,5.3,1,10,2,20.0,1.88,0.38,0.10,0.50,15.8,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
798,Bobby Wood,us USA,FW,NE Revolution,31,1992,6.2,4,15,6,40.0,2.43,0.97,0.27,0.67,12.2,0,0,0,3.0,3.0,0.20,+1.0,+1.0,Matches
799,Miki Yamane,jp JPN,DF,LA Galaxy,30,1993,32.5,0,5,1,20.0,0.15,0.03,0.00,0.00,17.8,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
800,Dominik Yankov,bg BUL,MFFW,CF Montréal,23,2000,7.8,2,16,7,43.8,2.06,0.90,0.13,0.29,15.8,0,0,0,2.1,2.1,0.13,-0.1,-0.1,Matches
Rk
801,Darren Yapi,us USA,FW,Colorado Rapids,19,2004,8.3,2,14,4,28.6,1.68,0.48,0.14,0.50,12.8,0,0,0,2.2,2.2,0.15,-0.2,-0.2,Matches
802,William Yarbrough,us USA,GK,SJ Earthquakes,34,1989,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
803,Joshua Yaro,gh GHA,DF,St. Louis,29,1994,8.6,1,2,1,50.0,0.23,0.12,0.50,1.00,5.8,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
804,Patrick Yazbek,au AUS,MF,Nashville SC,21,2002,4.2,0,3,0,0.0,0.72,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
805,Dru Yearwood,eng ENG,MF,Nashville SC,23,2000,16.8,1,17,5,29.4,1.01,0.30,0.06,0.20,23.2,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
806,Kelvin Yeboah,it ITA,FW,Minnesota Utd,23,2000,7.9,7,28,14,50.0,3.55,1.78,0.14,0.29,17.4,0,3,3,4.9,2.6,0.09,+2.1,+1.4,Matches
807,Yaw Yeboah,gh GHA,DFMF,Columbus Crew,26,1997,11.7,1,18,4,22.2,1.54,0.34,0.06,0.25,15.4,1,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
808,DeAndre Yedlin,us USA,DF,Inter Miami,30,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
809,DeAndre Yedlin,us USA,DF,FC Cincinnati,30,1993,24.4,0,10,3,30.0,0.41,0.12,0.00,0.00,15.6,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
810,Maya Yoshida,jp JPN,DF,LA Galaxy,35,1988,33.7,2,17,6,35.3,0.50,0.18,0.12,0.33,9.9,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
811,Jackson Yueill,us USA,MF,SJ Earthquakes,26,1997,27.2,1,19,4,21.1,0.70,0.15,0.05,0.25,19.2,0,0,0,2.0,2.0,0.10,-1.0,-1.0,Matches
812,Alhassan Yusuf,ng NGA,MF,NE Revolution,23,2000,5.0,0,9,2,22.2,1.82,0.40,0.00,0.00,19.7,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
813,Gyasi Zardes,us USA,FW,Austin,32,1991,13.2,3,26,8,30.8,1.97,0.61,0.12,0.38,12.3,0,0,0,3.7,3.7,0.14,-0.7,-0.7,Matches
814,Eriq Zavaleta,sv SLV,DF,LA Galaxy,31,1992,1.8,1,2,1,50.0,1.12,0.56,0.50,1.00,11.1,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
815,Sean Zawadzki,us USA,MFDF,Columbus Crew,23,2000,20.8,1,12,4,33.3,0.58,0.19,0.08,0.25,17.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
816,Walker Zimmerman,us USA,DF,Nashville SC,30,1993,21.4,1,16,3,18.8,0.75,0.14,0.06,0.33,9.7,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
817,Rida Zouhir,ca CAN,MFDF,CF Montréal,20,2003,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
818,Dario Župarić,ba BIH,DF,Portland Timbers,31,1992,24.7,0,5,1,20.0,0.20,0.04,0.00,0.00,13.5,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
819,Nökkvi Þórisson,is ISL,FWMF,St. Louis,24,1999,13.2,4,45,15,33.3,3.40,1.13,0.09,0.27,13.2,0,0,0,5.5,5.5,0.12,-1.5,-1.5,Matches
